Village_ID,Village_Name,District,State,Year,MGNREGA_Workers,Skill_Dev_Participants,Avg_Daily_Wage_INR,Unemployment_Rate_Pct,Irrigated_Area_Hectares,Crop_Yield_MT_per_Hec,Fertilizer_Usage_Tons,Tractor_Availability,Primary_Schools,School_Dropout_Rate_Pct,Primary_Health_Centres,Clean_Water_Access_Pct,Electrification_Pct,Internet_Penetration_Pct,Paved_Roads_KM,Bank_Branches
11109,Patna_Village_109,Patna,Bihar,2024,135,23,332,4.3,456,3.96,15,11,1,11.2,0,55.8,68.5,40.9,5.8,0
11109,Patna_Village_109,Patna,Bihar,2025,285,12,253,13.0,191,2.46,75,9,3,10.5,1,59.5,100.0,46.3,18.7,0
11110,Patna_Village_110,Patna,Bihar,2022,243,6,232,14.8,108,2.12,41,11,3,10.4,0,68.9,89.1,37.8,11.9,0
11110,Patna_Village_110,Patna,Bihar,2023,265,34,249,10.1,222,4.09,62,12,3,10.1,0,51.6,96.0,58.5,13.4,1
11110,Patna_Village_110,Patna,Bihar,2024,211,34,279,13.0,380,3.08,78,12,0,8.4,1,88.1,63.8,38.5,8.4,1
11110,Patna_Village_110,Patna,Bihar,2025,140,36,268,5.7,557,2.7,92,5,2,15.0,0,58.7,68.6,69.5,15.9,1
11111,Patna_Village_111,Patna,Bihar,2022,232,5,346,5.7,550,2.77,11,11,2,16.1,0,59.3,90.7,18.1,12.8,2
11111,Patna_Village_111,Patna,Bihar,2023,154,17,253,9.3,730,2.13,52,7,1,18.1,1,35.6,98.4,24.6,18.5,0
11111,Patna_Village_111,Patna,Bihar,2024,50,15,254,12.2,506,4.48,96,10,1,13.8,1,43.1,91.2,44.5,10.7,0
11111,Patna_Village_111,Patna,Bihar,2025,121,14,276,10.2,155,2.16,49,9,2,11.4,0,46.9,88.1,41.2,12.9,0
11112,Patna_Village_112,Patna,Bihar,2022,136,30,338,11.2,478,2.56,77,4,2,11.4,1,50.6,88.9,34.2,12.4,2
11112,Patna_Village_112,Patna,Bihar,2023,215,24,322,4.3,601,3.32,13,13,2,11.4,0,40.0,54.5,16.6,12.4,0
11112,Patna_Village_112,Patna,Bihar,2024,55,21,262,7.0,122,4.42,84,13,3,19.7,1,63.4,96.0,35.8,14.9,0
11112,Patna_Village_112,Patna,Bihar,2025,263,21,391,13.2,344,4.29,55,12,3,12.0,0,55.1,71.0,75.4,3.9,2
11113,Patna_Village_113,Patna,Bihar,2022,202,8,306,5.9,517,1.57,29,11,2,15.5,1,46.3,52.7,54.0,12.9,1
11113,Patna_Village_113,Patna,Bihar,2023,259,9,325,11.7,330,4.13,23,5,1,4.6,1,59.7,85.2,17.4,9.5,0
11113,Patna_Village_113,Patna,Bihar,2024,194,27,350,11.7,309,3.71,23,3,2,15.4,0,87.2,91.1,62.2,10.1,1
11113,Patna_Village_113,Patna,Bihar,2025,110,14,260,11.0,261,2.35,58,7,1,14.2,1,84.7,87.6,50.2,9.8,0
11114,Patna_Village_114,Patna,Bihar,2022,61,32,210,14.9,476,3.35,12,13,3,18.8,1,83.0,66.8,50.8,4.0,0
11114,Patna_Village_114,Patna,Bihar,2023,55,37,312,8.4,269,4.1,88,1,2,5.3,1,92.4,58.1,30.0,2.3,0
11114,Patna_Village_114,Patna,Bihar,2024,267,30,345,10.9,438,3.61,30,8,1,8.0,0,36.7,91.9,49.5,3.9,0
11114,Patna_Village_114,Patna,Bihar,2025,76,33,269,5.3,573,4.95,70,3,2,7.9,0,80.6,59.8,77.3,9.8,0
11115,Patna_Village_115,Patna,Bihar,2022,185,31,292,8.7,326,3.02,11,13,3,21.5,0,37.2,86.5,26.3,8.8,0
11115,Patna_Village_115,Patna,Bihar,2023,260,22,325,9.3,462,3.67,30,4,3,23.1,1,89.2,98.5,60.2,4.5,2
11115,Patna_Village_115,Patna,Bihar,2024,173,14,325,6.0,578,2.01,19,10,3,10.3,1,49.6,100.0,65.9,15.0,0
11115,Patna_Village_115,Patna,Bihar,2025,155,9,256,12.8,654,4.39,28,4,0,11.6,1,60.0,76.5,35.7,14.9,0
11116,Patna_Village_116,Patna,Bihar,2022,242,14,220,12.0,574,3.37,62,11,3,5.1,1,88.7,55.2,22.2,18.4,0
11116,Patna_Village_116,Patna,Bihar,2023,234,25,341,7.1,294,3.33,85,7,2,3.7,1,85.0,57.0,22.4,17.3,0
11116,Patna_Village_116,Patna,Bihar,2024,142,28,258,5.1,111,3.93,58,14,1,3.5,1,38.8,78.6,36.4,16.9,1
11116,Patna_Village_116,Patna,Bihar,2025,158,7,365,6.3,594,3.63,89,12,2,14.9,1,41.8,95.5,54.2,16.4,0
11117,Patna_Village_117,Patna,Bihar,2022,290,35,323,11.0,161,3.8,17,7,2,8.6,1,79.1,52.3,56.4,17.9,1
11117,Patna_Village_117,Patna,Bihar,2023,148,6,247,12.8,628,3.4,66,4,0,18.7,1,37.2,60.6,35.8,11.3,2
11117,Patna_Village_117,Patna,Bihar,2024,217,6,365,9.0,370,3.36,98,6,2,10.6,0,87.1,83.3,71.4,3.4,2
11117,Patna_Village_117,Patna,Bihar,2025,191,38,321,4.4,637,2.36,33,8,0,17.5,1,94.5,61.6,48.0,12.2,1
11118,Patna_Village_118,Patna,Bihar,2022,84,24,240,7.1,656,2.92,56,10,2,22.4,1,31.4,92.2,39.5,17.2,2
11118,Patna_Village_118,Patna,Bihar,2023,225,37,288,7.7,756,3.26,91,14,0,21.1,1,46.2,76.6,64.2,3.7,1
11118,Patna_Village_118,Patna,Bihar,2024,286,8,292,10.4,164,3.67,30,4,3,12.9,0,37.4,73.6,52.1,16.8,0
11118,Patna_Village_118,Patna,Bihar,2025,133,15,258,5.9,579,3.32,17,13,0,16.3,1,43.4,58.1,47.3,4.5,0
11119,Patna_Village_119,Patna,Bihar,2022,105,9,274,7.0,589,1.94,28,1,0,18.2,0,62.0,55.4,36.3,2.5,0
11119,Patna_Village_119,Patna,Bihar,2023,226,29,281,7.1,167,2.1,39,7,2,7.2,0,76.8,92.2,43.2,14.6,0
11119,Patna_Village_119,Patna,Bihar,2024,190,38,322,9.9,461,3.96,35,2,3,9.6,1,64.8,88.6,27.3,13.6,1
11119,Patna_Village_119,Patna,Bihar,2025,238,13,297,8.5,707,3.93,29,11,0,19.7,1,62.2,58.5,48.2,17.8,2
11120,Patna_Village_120,Patna,Bihar,2022,279,10,293,13.3,671,2.28,87,13,2,20.5,0,42.4,96.8,36.3,13.9,1
11120,Patna_Village_120,Patna,Bihar,2023,98,22,327,11.4,118,2.99,82,3,1,8.8,1,47.2,69.5,55.0,6.7,0
11120,Patna_Village_120,Patna,Bihar,2024,95,18,364,10.7,644,2.72,96,8,2,7.6,1,70.9,84.1,22.3,18.6,0
11120,Patna_Village_120,Patna,Bihar,2025,162,23,255,4.9,190,2.49,54,2,2,5.6,1,90.3,92.2,68.7,18.2,1
11121,Patna_Village_121,Patna,Bihar,2022,239,18,224,5.1,337,2.48,73,2,1,11.6,1,54.3,95.9,23.5,19.0,1
11121,Patna_Village_121,Patna,Bihar,2023,185,21,297,9.5,561,2.44,39,4,0,22.1,1,89.4,95.2,51.8,15.3,0
11121,Patna_Village_121,Patna,Bihar,2024,92,39,322,4.5,123,2.05,62,6,2,10.7,1,39.1,83.7,60.6,17.7,0
11121,Patna_Village_121,Patna,Bihar,2025,197,33,383,7.1,326,3.46,59,10,2,7.8,0,88.8,64.2,71.0,6.3,0
11122,Patna_Village_122,Patna,Bihar,2022,173,21,254,4.8,480,2.85,71,11,2,9.8,1,50.3,90.6,57.6,12.5,0
11122,Patna_Village_122,Patna,Bihar,2023,146,12,233,6.0,105,3.79,51,2,3,21.3,0,85.1,91.7,61.0,6.8,0
11122,Patna_Village_122,Patna,Bihar,2024,139,5,321,4.9,669,3.66,37,9,0,21.1,1,91.2,85.7,53.7,7.9,2
11122,Patna_Village_122,Patna,Bihar,2025,88,11,334,11.7,711,2.98,67,12,3,7.0,0,81.0,100.0,64.3,16.9,0
11123,Patna_Village_123,Patna,Bihar,2022,134,9,210,8.1,733,2.99,40,2,0,17.3,1,51.3,75.4,45.1,14.8,0
11123,Patna_Village_123,Patna,Bihar,2023,294,28,356,4.9,456,3.26,99,9,1,22.7,1,60.4,62.8,41.9,18.7,2
11123,Patna_Village_123,Patna,Bihar,2024,226,32,289,6.5,256,4.55,68,7,2,12.0,1,69.1,67.2,60.4,16.1,2
11123,Patna_Village_123,Patna,Bihar,2025,241,21,285,10.5,300,4.9,84,11,3,9.9,0,66.7,77.0,50.6,7.2,0
11124,Patna_Village_124,Patna,Bihar,2022,111,24,329,12.3,324,3.95,21,3,1,15.6,0,77.5,70.3,51.0,17.9,2
11124,Patna_Village_124,Patna,Bihar,2023,155,7,321,5.4,562,3.34,54,9,0,4.2,0,79.3,92.4,53.2,3.4,0
11124,Patna_Village_124,Patna,Bihar,2024,156,30,289,11.9,762,4.58,75,9,0,8.0,1,36.8,97.6,46.5,3.5,0
11124,Patna_Village_124,Patna,Bihar,2025,103,19,392,7.2,356,2.48,77,6,1,14.5,0,48.1,75.9,53.7,6.9,1
11125,Patna_Village_125,Patna,Bihar,2022,175,12,221,11.6,692,3.59,41,2,0,24.3,1,51.8,95.4,42.1,16.5,2
11125,Patna_Village_125,Patna,Bihar,2023,282,17,342,11.2,530,3.03,50,7,2,14.9,0,73.3,97.0,32.7,18.7,2
11125,Patna_Village_125,Patna,Bihar,2024,58,7,355,12.0,524,2.23,64,4,0,5.8,0,49.8,74.7,49.8,13.6,0
11125,Patna_Village_125,Patna,Bihar,2025,137,5,347,10.6,506,2.18,78,4,0,9.0,0,58.4,99.2,73.0,18.7,0
11126,Gaya_Village_1,Gaya,Bihar,2022,86,13,331,4.9,711,2.94,14,7,1,14.8,1,57.7,55.4,25.6,12.8,0
11126,Gaya_Village_1,Gaya,Bihar,2023,98,35,324,9.6,204,2.37,72,5,0,6.5,0,68.4,77.0,50.5,18.8,0
11126,Gaya_Village_1,Gaya,Bihar,2024,90,30,287,5.4,351,2.55,13,1,0,8.6,0,90.1,89.2,24.0,9.6,0
11126,Gaya_Village_1,Gaya,Bihar,2025,66,21,309,13.5,744,2.91,50,3,1,9.4,1,87.3,74.1,34.4,19.5,2
11127,Gaya_Village_2,Gaya,Bihar,2022,137,38,257,7.2,198,3.66,21,7,2,10.2,0,51.6,51.1,54.3,5.8,1
11127,Gaya_Village_2,Gaya,Bihar,2023,70,13,290,8.5,277,2.14,46,13,1,10.6,1,79.1,55.2,61.2,6.2,0
11127,Gaya_Village_2,Gaya,Bihar,2024,100,17,248,5.8,364,3.95,64,9,2,7.5,0,86.0,97.9,50.4,6.4,1
11127,Gaya_Village_2,Gaya,Bihar,2025,108,9,372,4.7,231,4.3,54,9,2,12.8,0,70.3,82.4,57.8,5.0,0
11128,Gaya_Village_3,Gaya,Bihar,2022,216,17,303,10.8,298,3.28,37,7,3,16.6,1,47.8,57.3,30.5,11.1,0
11128,Gaya_Village_3,Gaya,Bihar,2023,232,5,321,9.3,156,2.39,68,5,1,14.5,0,89.6,95.8,45.8,11.8,0
11128,Gaya_Village_3,Gaya,Bihar,2024,90,29,347,7.6,508,1.95,16,4,1,3.9,0,93.7,100.0,65.8,16.0,2
11128,Gaya_Village_3,Gaya,Bihar,2025,88,8,323,4.2,361,3.17,69,9,1,4.2,0,52.5,73.2,35.7,7.5,2
11129,Gaya_Village_4,Gaya,Bihar,2022,190,14,283,12.2,753,4.04,62,6,0,7.2,1,77.1,78.1,35.0,18.4,0
11129,Gaya_Village_4,Gaya,Bihar,2023,241,32,332,4.2,674,1.96,49,13,2,4.8,1,35.5,68.1,59.8,17.0,1
11129,Gaya_Village_4,Gaya,Bihar,2024,60,10,378,8.5,217,4.03,61,10,2,6.9,1,36.1,89.8,25.5,15.5,0
11129,Gaya_Village_4,Gaya,Bihar,2025,287,31,254,9.9,584,3.35,20,2,2,4.4,0,60.1,100.0,38.1,19.7,0
11130,Gaya_Village_5,Gaya,Bihar,2022,196,16,229,9.0,420,4.2,59,3,1,19.5,1,57.8,51.3,35.6,2.5,0
11130,Gaya_Village_5,Gaya,Bihar,2023,188,7,238,5.4,407,2.72,59,7,2,17.4,1,65.8,75.1,46.9,19.8,0
11130,Gaya_Village_5,Gaya,Bihar,2024,126,37,284,11.9,589,3.91,57,4,2,6.0,1,58.7,93.4,57.4,6.2,0
11130,Gaya_Village_5,Gaya,Bihar,2025,176,14,348,6.7,420,4.17,93,7,2,3.8,1,46.7,90.6,37.2,2.7,0
11131,Gaya_Village_6,Gaya,Bihar,2022,95,35,326,5.9,455,2.1,63,13,2,7.9,0,50.7,58.7,39.9,10.1,0
11131,Gaya_Village_6,Gaya,Bihar,2023,94,19,339,9.9,747,2.12,15,12,3,9.9,0,82.3,71.3,33.2,14.4,0
11131,Gaya_Village_6,Gaya,Bihar,2024,50,11,322,3.9,707,2.08,59,12,3,7.9,1,56.1,77.5,37.8,7.3,0
11131,Gaya_Village_6,Gaya,Bihar,2025,217,18,252,6.7,619,4.05,91,5,1,1.1,0,74.5,93.3,31.1,10.1,0
11132,Gaya_Village_7,Gaya,Bihar,2022,157,18,337,12.4,625,3.14,94,1,3,16.4,0,70.9,72.0,16.2,6.3,0
11132,Gaya_Village_7,Gaya,Bihar,2023,68,7,289,13.7,123,1.91,12,10,0,21.5,1,76.9,67.6,55.9,2.0,0
11132,Gaya_Village_7,Gaya,Bihar,2024,125,7,269,9.9,291,2.73,50,3,3,12.8,0,65.3,74.9,44.8,18.1,0
11132,Gaya_Village_7,Gaya,Bihar,2025,121,26,384,5.6,448,2.38,37,9,0,1.8,1,46.5,100.0,65.5,8.5,0
11133,Gaya_Village_8,Gaya,Bihar,2022,249,23,284,6.8,124,1.78,41,4,1,17.0,1,84.0,52.2,50.9,4.6,2
11133,Gaya_Village_8,Gaya,Bihar,2023,238,39,230,10.4,489,2.55,48,12,0,13.2,0,48.6,68.5,55.7,8.9,0
11133,Gaya_Village_8,Gaya,Bihar,2024,294,16,307,8.0,740,2.09,97,5,2,20.1,1,56.3,64.5,71.1,2.3,0
11133,Gaya_Village_8,Gaya,Bihar,2025,158,9,292,5.2,698,2.73,80,2,0,7.8,0,85.4,76.7,41.0,3.4,1
11134,Gaya_Village_9,Gaya,Bihar,2022,61,14,290,12.8,667,3.16,72,10,3,20.0,1,75.8,78.1,13.6,12.0,1
11134,Gaya_Village_9,Gaya,Bihar,2023,238,37,343,6.2,289,3.33,28,11,0,4.3,1,86.8,61.8,42.1,6.1,0
11134,Gaya_Village_9,Gaya,Bihar,2024,289,17,251,7.1,127,2.3,10,8,2,16.4,1,38.0,75.5,70.2,13.8,1
11134,Gaya_Village_9,Gaya,Bihar,2025,210,39,387,3.9,640,2.52,42,1,2,1.3,1,91.5,97.2,38.1,10.1,0
11135,Gaya_Village_10,Gaya,Bihar,2022,94,36,213,11.9,590,4.06,42,14,2,11.9,1,77.5,80.8,37.2,3.3,0
11135,Gaya_Village_10,Gaya,Bihar,2023,139,15,287,7.0,587,2.15,20,11,3,22.5,0,64.5,85.1,36.5,11.5,0
11135,Gaya_Village_10,Gaya,Bihar,2024,152,28,248,6.1,271,1.94,69,4,1,16.1,1,45.6,100.0,53.2,13.4,0
11135,Gaya_Village_10,Gaya,Bihar,2025,269,39,284,6.5,137,2.68,96,6,0,19.0,0,71.7,77.1,49.8,12.0,2
11136,Gaya_Village_11,Gaya,Bihar,2022,299,23,297,13.7,398,3.23,37,8,1,14.9,1,41.6,97.9,59.4,6.6,0
11136,Gaya_Village_11,Gaya,Bihar,2023,246,10,218,9.5,365,1.67,71,4,1,15.6,0,90.9,70.8,55.0,2.5,2
11136,Gaya_Village_11,Gaya,Bihar,2024,57,39,262,5.4,126,4.75,56,2,2,12.4,1,78.5,63.8,60.6,9.5,1
11136,Gaya_Village_11,Gaya,Bihar,2025,202,8,287,11.4,747,2.64,26,4,0,10.1,0,74.8,96.3,46.3,13.9,1
11137,Gaya_Village_12,Gaya,Bihar,2022,140,37,226,6.7,551,2.21,83,1,1,16.6,1,78.8,74.5,48.3,3.3,1
11137,Gaya_Village_12,Gaya,Bihar,2023,223,17,295,8.4,568,3.87,81,8,3,4.3,1,64.9,69.1,42.1,18.5,0
11137,Gaya_Village_12,Gaya,Bihar,2024,136,23,342,9.7,184,2.54,18,9,3,5.7,0,39.6,66.8,64.9,8.2,0
11137,Gaya_Village_12,Gaya,Bihar,2025,207,16,361,9.4,112,3.14,92,3,3,4.8,0,54.5,96.9,67.1,8.2,2
11138,Gaya_Village_13,Gaya,Bihar,2022,286,15,323,5.2,669,3.13,17,14,3,12.7,1,88.9,77.1,43.5,8.0,2
11138,Gaya_Village_13,Gaya,Bihar,2023,224,10,309,12.9,358,1.72,68,8,3,12.2,0,84.0,82.5,28.1,18.2,0
11138,Gaya_Village_13,Gaya,Bihar,2024,264,16,292,8.7,199,4.31,78,9,2,16.8,1,91.6,77.2,50.7,19.0,0
11138,Gaya_Village_13,Gaya,Bihar,2025,226,31,378,13.7,715,3.49,87,12,1,3.8,0,44.9,67.8,72.7,18.0,0
11139,Gaya_Village_14,Gaya,Bihar,2022,224,29,323,12.0,360,2.44,54,13,0,16.4,1,44.9,66.2,41.2,16.2,2
11139,Gaya_Village_14,Gaya,Bihar,2023,133,7,330,14.5,377,2.85,42,8,2,8.9,0,36.8,58.7,57.6,6.7,0
11139,Gaya_Village_14,Gaya,Bihar,2024,131,7,324,8.5,165,1.97,47,14,1,12.3,0,85.3,71.4,48.7,15.3,1
11139,Gaya_Village_14,Gaya,Bihar,2025,195,24,311,4.8,700,4.1,72,2,3,13.0,1,49.4,100.0,70.1,7.3,1
11140,Gaya_Village_15,Gaya,Bihar,2022,243,32,296,12.1,699,3.12,21,2,0,16.6,1,54.6,77.6,39.2,8.8,1
11140,Gaya_Village_15,Gaya,Bihar,2023,117,27,330,12.3,477,4.39,76,10,3,7.8,0,49.2,54.7,58.6,4.6,0
11140,Gaya_Village_15,Gaya,Bihar,2024,271,7,242,12.7,616,3.19,38,13,3,16.2,1,91.8,91.7,45.6,11.5,0
11140,Gaya_Village_15,Gaya,Bihar,2025,210,28,393,6.5,755,4.44,31,4,0,13.6,1,75.5,94.3,61.3,16.5,1
11141,Gaya_Village_16,Gaya,Bihar,2022,176,10,263,9.9,216,2.06,43,1,1,23.6,1,78.0,86.5,12.9,14.2,2
11141,Gaya_Village_16,Gaya,Bihar,2023,213,24,299,13.1,598,1.82,79,12,0,16.2,0,69.1,82.1,37.9,8.8,0
11141,Gaya_Village_16,Gaya,Bihar,2024,131,15,285,12.8,304,4.65,48,3,2,16.4,0,72.8,56.5,29.0,14.1,2
11141,Gaya_Village_16,Gaya,Bihar,2025,278,36,385,3.6,686,2.72,25,4,3,16.7,0,62.0,75.9,39.5,13.4,0
11142,Gaya_Village_17,Gaya,Bihar,2022,196,31,331,11.5,179,4.0,40,12,2,7.1,1,44.3,65.6,37.1,11.7,0
11142,Gaya_Village_17,Gaya,Bihar,2023,288,25,326,10.4,117,2.42,58,2,2,17.4,0,53.9,53.5,43.0,6.8,0
11142,Gaya_Village_17,Gaya,Bihar,2024,205,17,262,4.6,713,2.27,53,12,2,8.4,0,53.7,59.1,62.0,2.5,0
11142,Gaya_Village_17,Gaya,Bihar,2025,217,26,297,13.1,743,4.15,88,7,3,17.0,1,80.5,77.7,51.8,2.7,1
11143,Gaya_Village_18,Gaya,Bihar,2022,133,39,300,9.2,157,3.84,55,13,3,14.6,0,55.4,92.3,57.2,19.1,2
11143,Gaya_Village_18,Gaya,Bihar,2023,162,26,303,11.2,211,4.18,10,10,1,15.1,1,66.0,98.7,32.7,17.6,0
11143,Gaya_Village_18,Gaya,Bihar,2024,274,32,258,13.0,696,4.39,53,3,1,7.2,0,82.3,90.7,45.0,6.3,0
11143,Gaya_Village_18,Gaya,Bihar,2025,125,25,295,4.7,727,3.4,93,7,0,13.5,0,55.0,68.3,66.5,5.5,0
11144,Gaya_Village_19,Gaya,Bihar,2022,171,22,249,13.5,414,2.7,96,7,0,5.7,0,55.4,94.2,42.9,7.5,1
11144,Gaya_Village_19,Gaya,Bihar,2023,292,35,325,11.7,261,3.9,93,13,3,18.5,0,64.2,99.4,24.3,12.3,1
11144,Gaya_Village_19,Gaya,Bihar,2024,192,25,265,12.5,423,3.51,55,13,0,5.3,1,39.2,75.7,47.9,2.3,0
11144,Gaya_Village_19,Gaya,Bihar,2025,90,18,353,8.5,430,4.85,98,11,2,5.1,0,48.1,82.6,31.8,18.1,2
11145,Gaya_Village_20,Gaya,Bihar,2022,216,29,259,4.9,679,2.63,81,9,1,5.0,0,33.8,66.6,17.5,15.9,2
11145,Gaya_Village_20,Gaya,Bihar,2023,51,31,360,11.1,601,1.78,62,4,3,9.8,0,78.1,93.4,21.2,11.5,0
11145,Gaya_Village_20,Gaya,Bihar,2024,240,27,249,7.6,156,3.57,42,4,1,9.8,0,54.0,69.3,26.8,17.6,0
11145,Gaya_Village_20,Gaya,Bihar,2025,78,35,377,7.5,264,3.01,54,1,0,5.2,0,64.4,62.7,35.3,11.9,0
11146,Gaya_Village_21,Gaya,Bihar,2022,154,33,345,9.1,265,2.53,73,14,1,9.6,0,70.3,71.9,54.5,3.6,1
11146,Gaya_Village_21,Gaya,Bihar,2023,251,34,338,9.3,396,3.34,12,11,1,21.4,0,91.0,60.6,50.4,12.0,0
11146,Gaya_Village_21,Gaya,Bihar,2024,243,30,230,10.7,103,4.57,33,6,0,8.5,0,84.7,75.7,55.8,10.7,0
11146,Gaya_Village_21,Gaya,Bihar,2025,100,24,263,10.9,509,2.75,85,6,1,14.9,0,42.5,85.6,72.8,14.5,0
11147,Gaya_Village_22,Gaya,Bihar,2022,124,23,286,12.7,205,2.64,40,7,3,9.7,1,48.3,88.5,44.9,8.2,2
11147,Gaya_Village_22,Gaya,Bihar,2023,254,31,243,11.2,719,4.32,80,9,2,19.7,0,35.9,85.7,46.4,8.5,0
11147,Gaya_Village_22,Gaya,Bihar,2024,59,29,288,12.1,781,4.49,49,10,1,15.6,1,39.7,90.5,59.3,19.0,2
11147,Gaya_Village_22,Gaya,Bihar,2025,191,27,307,4.6,665,2.65,90,10,3,15.6,0,46.6,85.8,62.9,18.5,0
11148,Gaya_Village_23,Gaya,Bihar,2022,259,33,297,13.3,265,3.62,59,10,2,13.8,0,49.3,53.9,40.0,18.2,0
11148,Gaya_Village_23,Gaya,Bihar,2023,100,19,262,8.2,353,2.9,83,9,3,21.1,1,46.9,94.7,21.4,9.5,0
11148,Gaya_Village_23,Gaya,Bihar,2024,167,7,291,9.3,765,4.61,24,5,3,9.5,1,57.1,88.5,25.5,15.5,0
11148,Gaya_Village_23,Gaya,Bihar,2025,250,14,262,7.9,227,4.15,30,2,2,12.5,1,88.3,95.4,36.2,18.9,0
11149,Gaya_Village_24,Gaya,Bihar,2022,170,19,226,9.5,585,2.98,30,1,0,17.8,1,77.9,95.2,41.1,19.4,0
11149,Gaya_Village_24,Gaya,Bihar,2023,88,20,220,7.1,175,4.1,69,2,3,22.5,1,54.0,99.0,42.1,6.4,0
11149,Gaya_Village_24,Gaya,Bihar,2024,77,21,235,5.5,320,4.79,74,2,0,4.7,1,75.6,100.0,49.3,5.9,0
11149,Gaya_Village_24,Gaya,Bihar,2025,52,23,275,4.4,533,3.29,30,12,0,3.2,0,61.4,70.4,47.3,11.0,0
11150,Gaya_Village_25,Gaya,Bihar,2022,133,15,304,9.2,734,2.62,64,1,1,14.2,0,53.2,90.9,51.1,17.7,0
11150,Gaya_Village_25,Gaya,Bihar,2023,247,9,308,5.4,636,3.47,78,12,0,21.9,0,73.5,98.5,53.1,11.5,0
11150,Gaya_Village_25,Gaya,Bihar,2024,204,9,285,6.3,538,3.85,88,8,3,2.4,0,59.1,88.9,24.6,16.3,0
11150,Gaya_Village_25,Gaya,Bihar,2025,166,18,262,4.7,534,4.06,35,3,3,6.0,1,72.0,91.9,38.0,10.5,0
11151,Gaya_Village_26,Gaya,Bihar,2022,51,30,286,5.6,717,2.92,84,10,2,10.7,0,36.9,92.4,37.3,15.5,0
11151,Gaya_Village_26,Gaya,Bihar,2023,142,12,237,13.4,717,2.65,64,14,0,9.6,0,65.3,66.3,25.6,6.8,1
11151,Gaya_Village_26,Gaya,Bihar,2024,215,9,254,10.8,714,4.27,94,14,2,2.5,0,80.5,64.2,29.1,16.8,1
11151,Gaya_Village_26,Gaya,Bihar,2025,180,11,251,13.0,625,4.82,55,10,3,17.0,1,92.3,78.5,28.5,16.3,0
11152,Gaya_Village_27,Gaya,Bihar,2022,193,20,347,11.3,232,4.09,71,12,2,5.2,1,38.8,95.6,59.1,6.0,2
11152,Gaya_Village_27,Gaya,Bihar,2023,143,18,347,13.0,540,3.7,79,8,1,13.1,0,57.6,55.4,27.6,17.7,0
11152,Gaya_Village_27,Gaya,Bihar,2024,89,8,247,9.5,633,2.88,63,6,2,3.1,0,65.2,76.2,43.1,4.1,0
11152,Gaya_Village_27,Gaya,Bihar,2025,51,21,350,8.2,686,3.82,13,1,1,16.5,0,93.3,90.7,59.3,15.8,0
11153,Gaya_Village_28,Gaya,Bihar,2022,130,10,232,10.0,490,1.8,54,13,1,19.9,0,45.4,81.3,22.3,17.3,0
11153,Gaya_Village_28,Gaya,Bihar,2023,218,20,293,7.5,343,3.25,94,14,0,17.9,0,42.9,91.4,56.7,16.9,1
11153,Gaya_Village_28,Gaya,Bihar,2024,61,33,264,10.6,245,4.14,63,13,3,16.7,1,44.5,67.9,51.6,6.4,1
11153,Gaya_Village_28,Gaya,Bihar,2025,212,14,354,12.7,514,2.7,90,7,1,19.3,1,48.3,68.7,62.2,3.5,0
11154,Gaya_Village_29,Gaya,Bihar,2022,284,33,264,12.7,526,3.0,62,3,3,13.3,0,82.2,89.7,17.7,2.5,2
11154,Gaya_Village_29,Gaya,Bihar,2023,114,18,277,9.0,311,1.87,53,9,2,20.7,1,70.2,92.1,52.1,2.4,0
11154,Gaya_Village_29,Gaya,Bihar,2024,104,8,301,13.7,348,4.32,96,9,2,5.7,0,61.2,66.9,24.6,11.2,2
11154,Gaya_Village_29,Gaya,Bihar,2025,94,17,285,13.6,134,3.0,45,4,2,9.5,1,91.0,78.6,44.0,5.6,0
11155,Gaya_Village_30,Gaya,Bihar,2022,256,22,327,9.7,352,3.25,43,2,2,5.2,1,47.9,71.7,31.5,17.7,2
11155,Gaya_Village_30,Gaya,Bihar,2023,267,37,322,13.2,385,2.79,61,10,2,9.2,1,88.7,77.1,20.8,5.0,2
11155,Gaya_Village_30,Gaya,Bihar,2024,150,25,333,3.8,792,3.59,15,9,0,11.2,0,81.5,95.1,50.0,14.1,0
11155,Gaya_Village_30,Gaya,Bihar,2025,262,20,282,4.0,309,4.18,47,5,0,18.7,1,40.2,86.5,45.0,18.5,2
11156,Gaya_Village_31,Gaya,Bihar,2022,111,19,234,4.7,209,2.48,95,11,1,11.3,0,57.8,74.9,16.8,19.4,2
11156,Gaya_Village_31,Gaya,Bihar,2023,98,9,350,12.2,429,3.21,42,12,3,16.9,0,83.5,66.4,30.3,17.5,2
11156,Gaya_Village_31,Gaya,Bihar,2024,176,10,331,4.5,241,4.18,84,8,2,18.7,1,59.8,56.9,51.0,5.7,0
11156,Gaya_Village_31,Gaya,Bihar,2025,272,7,312,3.5,775,4.01,64,9,3,7.0,0,98.2,100.0,39.3,11.5,0
11157,Gaya_Village_32,Gaya,Bihar,2022,202,16,236,6.0,186,1.67,32,11,2,8.4,1,80.8,84.4,33.5,5.3,0
11157,Gaya_Village_32,Gaya,Bihar,2023,72,37,299,7.3,239,3.36,53,1,1,15.3,0,78.2,56.1,50.5,12.8,1
11157,Gaya_Village_32,Gaya,Bihar,2024,201,37,370,8.6,431,2.93,37,11,0,7.7,1,44.1,69.3,52.6,6.3,0
