Village_ID,Year,Electrification_Pct,Internet_Penetration_Pct,Paved_Roads_KM,Bank_Branches
11138,2024,77.2,50.7,19.0,0
11138,2025,67.8,72.7,18.0,0
11139,2022,66.2,41.2,16.2,2
11139,2023,58.7,57.6,6.7,0
11139,2024,71.4,48.7,15.3,1
11139,2025,100.0,70.1,7.3,1
11140,2022,77.6,39.2,8.8,1
11140,2023,54.7,58.6,4.6,0
11140,2024,91.7,45.6,11.5,0
11140,2025,94.3,61.3,16.5,1
11141,2022,86.5,12.9,14.2,2
11141,2023,82.1,37.9,8.8,0
11141,2024,56.5,29.0,14.1,2
11141,2025,75.9,39.5,13.4,0
11142,2022,65.6,37.1,11.7,0
11142,2023,53.5,43.0,6.8,0
11142,2024,59.1,62.0,2.5,0
11142,2025,77.7,51.8,2.7,1
11143,2022,92.3,57.2,19.1,2
11143,2023,98.7,32.7,17.6,0
11143,2024,90.7,45.0,6.3,0
11143,2025,68.3,66.5,5.5,0
11144,2022,94.2,42.9,7.5,1
11144,2023,99.4,24.3,12.3,1
11144,2024,75.7,47.9,2.3,0
11144,2025,82.6,31.8,18.1,2
11145,2022,66.6,17.5,15.9,2
11145,2023,93.4,21.2,11.5,0
11145,2024,69.3,26.8,17.6,0
11145,2025,62.7,35.3,11.9,0
11146,2022,71.9,54.5,3.6,1
11146,2023,60.6,50.4,12.0,0
11146,2024,75.7,55.8,10.7,0
11146,2025,85.6,72.8,14.5,0
11147,2022,88.5,44.9,8.2,2
11147,2023,85.7,46.4,8.5,0
11147,2024,90.5,59.3,19.0,2
11147,2025,85.8,62.9,18.5,0
11148,2022,53.9,40.0,18.2,0
11148,2023,94.7,21.4,9.5,0
11148,2024,88.5,25.5,15.5,0
11148,2025,95.4,36.2,18.9,0
11149,2022,95.2,41.1,19.4,0
11149,2023,99.0,42.1,6.4,0
11149,2024,100.0,49.3,5.9,0
11149,2025,70.4,47.3,11.0,0
11150,2022,90.9,51.1,17.7,0
11150,2023,98.5,53.1,11.5,0
11150,2024,88.9,24.6,16.3,0
11150,2025,91.9,38.0,10.5,0
11151,2022,92.4,37.3,15.5,0
11151,2023,66.3,25.6,6.8,1
11151,2024,64.2,29.1,16.8,1
11151,2025,78.5,28.5,16.3,0
11152,2022,95.6,59.1,6.0,2
11152,2023,55.4,27.6,17.7,0
11152,2024,76.2,43.1,4.1,0
11152,2025,90.7,59.3,15.8,0
11153,2022,81.3,22.3,17.3,0
11153,2023,91.4,56.7,16.9,1
11153,2024,67.9,51.6,6.4,1
11153,2025,68.7,62.2,3.5,0
11154,2022,89.7,17.7,2.5,2
11154,2023,92.1,52.1,2.4,0
11154,2024,66.9,24.6,11.2,2
11154,2025,78.6,44.0,5.6,0
11155,2022,71.7,31.5,17.7,2
11155,2023,77.1,20.8,5.0,2
11155,2024,95.1,50.0,14.1,0
11155,2025,86.5,45.0,18.5,2
11156,2022,74.9,16.8,19.4,2
11156,2023,66.4,30.3,17.5,2
11156,2024,56.9,51.0,5.7,0
11156,2025,100.0,39.3,11.5,0
11157,2022,84.4,33.5,5.3,0
11157,2023,56.1,50.5,12.8,1
11157,2024,69.3,52.6,6.3,0
11157,2025,88.6,66.2,7.9,1
11158,2022,60.0,44.6,11.9,0
11158,2023,57.5,40.2,4.2,0
11158,2024,81.4,48.0,8.4,2
11158,2025,73.3,41.2,8.1,0
11159,2022,89.7,56.6,12.5,0
11159,2023,98.1,61.1,12.3,0
11159,2024,83.2,62.8,9.0,0
11159,2025,91.7,35.5,17.6,0
11160,2022,97.2,48.6,13.6,2
11160,2023,63.3,62.4,16.5,2
11160,2024,98.4,67.5,12.3,2
11160,2025,84.3,73.3,8.9,0
11161,2022,59.0,43.7,8.8,2
11161,2023,66.4,28.5,5.7,0
11161,2024,88.0,51.3,17.0,2
11161,2025,100.0,42.2,17.2,0
11162,2022,55.7,50.0,4.0,0
11162,2023,83.2,24.6,17.0,1
11162,2024,73.1,32.8,16.8,0
11162,2025,72.9,41.3,12.8,2
11163,2022,58.6,39.7,15.4,0
11163,2023,95.1,45.4,18.6,0
11163,2024,72.5,49.5,10.7,0
11163,2025,78.8,35.3,16.0,2
11164,2022,60.0,33.2,19.3,0
11164,2023,81.7,62.4,8.9,1
11164,2024,76.1,68.9,10.0,0
11164,2025,66.8,52.0,13.8,0
11165,2022,64.9,23.1,11.0,0
11165,2023,71.3,65.6,6.7,0
11165,2024,58.7,33.0,13.0,0
11165,2025,60.0,70.0,15.7,0
11166,2022,97.6,24.7,2.1,0
11166,2023,97.0,61.5,5.6,1
11166,2024,83.5,27.9,19.9,0
11166,2025,69.2,43.8,17.5,0
11167,2022,61.2,42.1,19.9,0
11167,2023,73.6,20.7,13.5,0
11167,2024,73.5,41.6,11.1,0
11167,2025,92.7,47.7,2.6,0
11168,2022,69.5,35.6,8.2,0
11168,2023,98.4,16.2,9.5,1
11168,2024,67.1,54.6,4.4,0
11168,2025,58.8,48.5,9.1,0
11169,2022,79.0,22.1,6.1,1
11169,2023,99.9,26.3,10.0,0
11169,2024,95.9,60.8,12.7,1
11169,2025,57.8,42.3,14.0,0
11170,2022,77.6,43.9,11.7,0
11170,2023,74.3,16.5,2.7,2
11170,2024,91.9,70.5,18.5,0
11170,2025,69.6,32.0,16.9,0
11171,2022,61.7,30.2,12.8,2
11171,2023,67.7,49.4,17.4,1
11171,2024,66.8,53.2,17.7,0
11171,2025,58.6,72.6,6.1,0
11172,2022,80.2,58.5,6.8,0
11172,2023,81.9,52.0,3.3,0
11172,2024,95.9,53.9,12.0,0
11172,2025,91.0,32.9,14.9,0
11173,2022,80.8,32.0,4.0,0
11173,2023,63.6,25.3,10.4,0
11173,2024,90.5,41.0,16.7,0
11173,2025,98.6,35.1,14.0,0
11174,2022,71.3,49.3,12.1,1
11174,2023,78.4,41.7,11.5,0
11174,2024,92.6,27.5,8.7,0
11174,2025,79.8,54.0,9.9,0
11175,2022,82.0,26.5,7.2,1
11175,2023,62.8,41.1,14.1,0
11175,2024,83.0,34.8,13.6,1
11175,2025,59.3,65.8,5.6,2
11176,2022,60.0,10.4,6.8,0
11176,2023,96.7,23.0,19.8,2
11176,2024,83.6,50.6,3.9,2
11176,2025,79.4,60.4,14.5,0
11177,2022,75.1,12.1,11.3,0
11177,2023,52.5,49.3,3.4,0
11177,2024,77.1,32.1,3.1,2
11177,2025,64.4,35.4,16.4,0
11178,2022,91.2,11.0,13.1,2
11178,2023,72.3,40.6,2.8,0
11178,2024,66.1,59.6,7.2,1
11178,2025,82.1,57.8,6.7,1
11179,2022,67.6,53.3,12.1,2
11179,2023,74.6,42.7,6.3,0
11179,2024,89.8,22.4,16.3,2
11179,2025,81.9,70.7,6.3,1
11180,2022,93.9,55.9,10.1,0
11180,2023,64.8,59.7,9.6,0
11180,2024,70.7,31.5,3.3,0
11180,2025,94.8,77.5,9.0,0
11181,2022,87.6,58.1,9.3,0
11181,2023,99.4,58.8,4.6,0
11181,2024,85.2,51.1,17.9,2
11181,2025,85.0,37.9,8.7,1
11182,2022,78.3,19.7,17.3,0
11182,2023,69.8,41.9,12.5,1
11182,2024,73.5,66.6,2.2,0
11182,2025,70.9,47.1,14.3,1
11183,2022,78.7,34.7,9.3,1
11183,2023,92.8,37.0,15.2,2
11183,2024,85.4,58.9,14.4,2
11183,2025,80.2,32.9,15.3,0
11184,2022,53.1,46.0,14.5,0
11184,2023,64.4,55.3,2.4,2
11184,2024,95.6,57.8,19.4,0
11184,2025,76.5,61.9,10.3,0
11185,2022,92.5,29.5,18.0,1
11185,2023,64.1,40.2,5.0,0
11185,2024,82.6,32.6,8.4,1
11185,2025,100.0,62.6,19.5,0
11186,2022,76.7,20.5,17.8,1
11186,2023,62.5,43.9,16.4,0
11186,2024,66.0,59.3,7.2,2
11186,2025,65.1,37.2,14.7,2
11187,2022,51.0,23.5,6.3,2
11187,2023,85.7,38.0,14.1,2
11187,2024,92.6,54.4,19.4,0
11187,2025,96.9,44.2,8.3,0
11188,2022,53.5,18.9,10.8,2
11188,2023,97.7,23.8,9.2,2
11188,2024,84.7,35.1,3.8,0
11188,2025,61.7,48.2,19.1,0
11189,2022,54.1,14.6,9.0,1
11189,2023,77.0,63.6,19.3,0
11189,2024,66.7,71.9,15.0,0
11189,2025,69.0,71.6,6.0,1
11190,2022,50.6,51.4,12.9,1
11190,2023,75.7,37.5,3.6,0
11190,2024,59.2,38.9,5.5,2
11190,2025,61.2,49.6,3.9,0
11191,2022,57.6,10.9,3.2,0
11191,2023,53.0,24.0,13.1,0
11191,2024,60.0,49.3,6.9,1
11191,2025,86.0,74.4,15.6,1
11192,2022,62.3,56.4,8.0,2
11192,2023,55.8,51.7,17.7,2
11192,2024,61.5,46.2,9.9,0
11192,2025,59.6,41.4,8.3,0
11193,2022,87.3,30.7,2.7,2
11193,2023,79.5,65.2,15.1,0
11193,2024,77.8,64.9,19.6,0
11193,2025,99.4,52.2,6.7,0
11194,2022,53.8,52.7,13.8,0
11194,2023,54.3,53.4,14.1,2
11194,2024,75.4,42.2,9.9,2
11194,2025,70.2,52.7,8.2,0
11195,2022,72.8,33.2,2.9,1
11195,2023,95.9,16.7,19.1,0
11195,2024,76.4,38.1,11.2,0
11195,2025,65.7,29.9,7.5,0
11196,2022,88.3,54.2,17.9,2
11196,2023,71.2,45.3,4.5,0
11196,2024,91.2,42.2,14.6,0
11196,2025,64.3,33.0,4.1,2
11197,2022,66.2,12.0,15.1,0
11197,2023,53.6,28.8,12.8,0
11197,2024,66.3,41.8,12.3,0
11197,2025,88.6,57.9,12.1,0
11198,2022,64.1,27.6,9.9,0
11198,2023,59.2,40.1,18.1,2
11198,2024,57.7,56.0,2.7,1
11198,2025,86.4,30.2,17.8,0
11199,2022,53.7,36.2,9.7,2
11199,2023,90.8,30.2,7.9,2
11199,2024,72.1,61.1,12.7,0
11199,2025,72.1,44.1,5.9,2
11200,2022,80.0,18.5,10.0,0
11200,2023,79.2,55.5,13.3,0
11200,2024,100.0,60.4,8.7,1
11200,2025,60.0,51.2,7.7,1
11201,2022,90.9,19.2,12.6,0
11201,2023,81.3,39.6,13.3,0
11201,2024,97.4,44.1,7.6,2
11201,2025,90.8,35.4,13.7,1
11202,2022,86.6,28.1,17.2,0
11202,2023,90.3,56.7,4.0,2
11202,2024,55.7,47.2,18.9,1
11202,2025,97.7,34.5,3.2,1
11203,2022,82.6,54.2,11.4,0
11203,2023,98.0,53.2,18.2,0
11203,2024,61.4,49.2,6.6,0
11203,2025,100.0,41.4,14.5,1
11204,2022,91.0,14.8,2.8,2
11204,2023,63.4,52.9,10.6,0
11204,2024,61.0,53.4,13.3,1
11204,2025,87.7,69.0,11.7,0
11205,2022,82.4,44.5,5.2,0
11205,2023,86.6,23.7,2.4,1
11205,2024,95.6,44.6,10.1,0
11205,2025,84.2,43.6,5.2,1
11206,2022,63.6,53.3,8.6,1
11206,2023,93.6,29.7,17.1,2
11206,2024,75.8,46.8,11.9,2
11206,2025,78.4,55.4,3.5,0
11207,2022,73.6,41.3,14.9,2
11207,2023,92.6,47.8,10.1,1
11207,2024,100.0,54.3,2.7,0
11207,2025,65.7,45.8,15.0,2
11208,2022,55.9,35.3,17.9,2
11208,2023,66.3,18.9,15.4,1
11208,2024,98.4,48.4,19.6,0
11208,2025,82.8,59.1,4.8,2
11209,2022,50.3,47.2,12.2,0
11209,2023,80.4,23.4,3.7,1
11209,2024,81.4,53.0,19.6,0
11209,2025,61.3,44.4,5.9,0
11210,2022,57.2,30.2,19.0,2
11210,2023,57.0,39.7,10.2,0
11210,2024,80.0,28.4,16.3,0
11210,2025,83.0,40.0,19.2,1
11211,2022,72.1,13.2,6.2,0
11211,2023,74.1,64.7,16.7,0
11211,2024,82.9,31.5,18.0,1
11211,2025,89.3,59.7,11.9,1
11212,2022,96.3,15.8,14.1,0
11212,2023,78.7,50.8,10.0,1
11212,2024,67.8,65.7,9.7,0
11212,2025,100.0,51.8,4.9,2
11213,2022,55.1,44.3,14.4,1
11213,2023,67.5,49.0,5.0,0
11213,2024,98.3,54.7,5.3,1
11213,2025,100.0,33.3,11.0,0
11214,2022,81.0,50.8,10.2,0
11214,2023,53.2,45.3,13.7,0
11214,2024,76.2,33.3,11.4,1
11214,2025,100.0,50.0,7.7,0
11215,2022,92.7,46.3,3.0,0
11215,2023,95.4,48.1,12.6,1
11215,2024,69.1,29.6,10.8,1
11215,2025,97.1,58.0,3.5,0
11216,2022,82.3,35.4,14.6,1
11216,2023,95.4,48.7,6.6,0
11216,2024,85.6,61.2,2.6,0
11216,2025,75.5,44.5,2.2,1
11217,2022,80.5,30.4,11.7,0
11217,2023,69.7,45.7,18.7,0
11217,2024,55.1,61.1,17.3,2
11217,2025,96.7,58.8,3.8,0
11218,2022,90.8,10.7,7.7,1
11218,2023,88.4,65.6,7.6,1
11218,2024,65.9,23.4,17.3,0
11218,2025,64.0,71.4,16.4,1
11219,2022,58.2,55.3,19.4,0
11219,2023,76.5,26.7,11.4,2
11219,2024,67.7,60.8,2.2,0
11219,2025,99.7,51.8,18.2,1
11220,2022,76.1,30.9,2.6,1
11220,2023,74.1,23.3,17.0,2
11220,2024,96.8,45.0,11.3,2
11220,2025,61.4,59.9,19.4,0
11221,2022,91.8,34.9,6.4,2
11221,2023,91.0,27.2,11.2,0
11221,2024,88.0,46.3,2.2,1
11221,2025,62.8,71.7,12.8,0
11222,2022,52.5,50.9,3.2,0
11222,2023,60.5,25.6,3.2,0
11222,2024,68.0,46.5,15.1,1
11222,2025,87.1,58.2,5.3,1
11223,2022,53.9,36.6,19.6,2
11223,2023,61.3,49.0,9.1,2
11223,2024,64.6,56.2,10.7,0
11223,2025,89.7,48.2,7.7,0
11224,2022,66.6,22.1,7.0,1
11224,2023,65.7,38.1,17.7,1
11224,2024,56.4,27.4,18.1,0
11224,2025,62.0,65.4,5.8,0
11225,2022,76.4,48.8,2.7,2
11225,2023,82.9,63.2,7.0,0
11225,2024,90.6,66.9,16.8,2
11225,2025,81.4,34.4,11.0,0
11226,2022,62.9,37.3,16.2,0
11226,2023,66.5,51.3,17.0,0
11226,2024,86.2,63.4,16.7,0
11226,2025,78.0,42.9,12.5,2
11227,2022,57.6,59.3,5.1,2
11227,2023,52.7,41.2,13.4,2
11227,2024,67.5,45.1,7.5,1
11227,2025,93.8,49.1,15.8,1
11228,2022,81.9,18.9,5.7,2
11228,2023,57.2,43.9,13.6,0
11228,2024,76.3,28.2,3.5,1
11228,2025,64.4,70.2,16.4,0
11229,2022,72.7,12.4,7.7,1
11229,2023,57.8,58.6,19.5,0
11229,2024,87.6,62.5,10.3,2
11229,2025,85.5,43.0,6.6,1
11230,2022,62.4,11.8,4.3,0
11230,2023,100.0,60.2,19.8,0
11230,2024,83.3,62.2,9.2,1
11230,2025,70.4,59.7,14.0,0
11231,2022,67.2,12.8,7.8,2
11231,2023,96.5,41.4,6.1,1
11231,2024,64.8,68.7,12.3,2
11231,2025,67.3,33.3,9.1,0
11232,2022,77.4,35.5,10.7,2
11232,2023,68.4,56.2,14.7,0
11232,2024,69.6,55.1,7.1,0
11232,2025,77.2,47.7,4.8,2
11233,2022,89.9,54.6,11.7,1
11233,2023,92.9,42.4,4.1,1
11233,2024,87.0,65.4,14.2,0
11233,2025,85.2,58.6,12.6,0
11234,2022,50.8,25.6,6.2,0
11234,2023,79.6,60.9,6.8,1
11234,2024,100.0,66.0,5.4,0
11234,2025,97.7,43.3,18.0,0
11235,2022,56.9,20.8,7.7,0
11235,2023,99.3,64.9,18.4,0
11235,2024,65.4,45.7,2.4,1
11235,2025,63.4,77.9,9.1,1
11236,2022,63.9,22.7,18.3,0
11236,2023,59.3,21.1,14.9,0
11236,2024,65.8,22.4,3.1,0
11236,2025,72.3,43.6,10.9,0
11237,2022,78.4,39.2,4.3,0
11237,2023,82.0,28.4,4.6,0
11237,2024,80.7,50.8,10.0,1
11237,2025,71.8,30.8,17.8,1
11238,2022,95.8,58.5,8.6,0
11238,2023,66.7,33.4,14.3,0
11238,2024,74.2,70.7,6.1,1
11238,2025,77.8,54.7,9.3,2
11239,2022,51.1,33.3,4.1,2
11239,2023,73.1,20.5,4.4,0
11239,2024,71.2,26.2,13.8,0
11239,2025,60.9,53.7,2.2,0
11240,2022,88.9,25.9,14.8,0
11240,2023,86.7,25.3,17.6,2
11240,2024,68.6,28.8,6.6,0
11240,2025,70.0,55.9,17.7,0
11241,2022,93.4,25.1,15.2,2
11241,2023,61.6,56.3,16.8,0
11241,2024,96.9,26.5,16.2,0
11241,2025,61.2,28.4,2.0,0
11242,2022,90.3,57.1,14.2,2
11242,2023,78.5,16.9,10.1,1
11242,2024,92.2,65.0,19.8,1
11242,2025,62.0,72.0,12.4,0
11243,2022,70.2,57.3,12.9,0
11243,2023,74.1,40.7,20.0,1
11243,2024,79.7,53.2,6.8,1
11243,2025,87.6,46.3,15.9,2
11244,2022,68.7,58.6,3.0,0
11244,2023,74.0,52.6,10.9,0
11244,2024,72.8,58.0,13.3,0
11244,2025,91.0,45.7,5.7,2
11245,2022,93.6,25.1,10.5,0
11245,2023,58.0,43.9,10.2,0
11245,2024,68.8,26.1,7.1,0
11245,2025,68.0,48.9,12.9,0
11246,2022,95.1,36.6,14.2,0
11246,2023,81.0,53.5,3.6,0
11246,2024,61.9,50.6,4.8,2
11246,2025,76.6,47.5,19.2,1
11247,2022,72.7,11.4,2.7,2
11247,2023,82.4,51.4,4.0,1
11247,2024,65.3,60.4,16.6,1
11247,2025,81.6,70.7,16.6,0
11248,2022,88.5,19.9,19.2,2
11248,2023,84.2,41.2,17.6,0
11248,2024,60.0,45.0,5.9,2
11248,2025,100.0,66.0,14.2,1
11249,2022,66.3,35.1,5.6,0
11249,2023,72.9,55.9,16.8,0
11249,2024,88.2,26.1,11.4,0
11249,2025,79.6,30.7,10.3,0
11250,2022,78.2,23.3,11.0,0
11250,2023,75.4,39.7,2.4,1
11250,2024,69.8,59.6,14.9,0
11250,2025,78.7,46.3,5.0,0
11251,2022,65.0,47.1,4.5,0
11251,2023,74.0,57.6,7.4,2
11251,2024,64.7,47.1,10.8,0
11251,2025,60.4,75.9,11.2,2
11252,2022,83.5,17.6,13.8,1
11252,2023,58.5,30.8,3.2,0
11252,2024,94.5,71.9,8.1,1
11252,2025,75.0,36.3,6.4,0
11253,2022,61.9,55.6,9.3,1
11253,2023,72.2,62.0,11.2,0
11253,2024,62.2,54.0,17.3,0
11253,2025,98.3,30.4,17.5,0
11254,2022,58.0,35.5,11.6,0
11254,2023,76.2,19.5,16.1,2
11254,2024,62.8,38.6,9.3,2
11254,2025,59.7,28.9,19.8,0
11255,2022,88.3,12.3,4.3,0
11255,2023,79.3,50.9,4.6,2
11255,2024,58.7,71.1,7.3,0
11255,2025,100.0,67.1,3.9,0
11256,2022,68.8,29.8,2.1,2
11256,2023,73.0,32.9,7.9,2
11256,2024,78.8,71.7,2.8,0
11256,2025,68.3,39.6,12.5,0
11257,2022,76.4,11.9,17.0,0
11257,2023,64.5,29.1,5.3,1
11257,2024,95.1,39.1,12.8,0
11257,2025,97.2,52.4,6.4,0
11258,2022,72.9,44.9,11.5,1
11258,2023,78.0,48.8,11.6,1
11258,2024,100.0,53.4,2.9,1
11258,2025,95.7,72.4,18.7,0
11259,2022,53.0,39.0,5.2,0
11259,2023,60.8,24.8,12.4,2
11259,2024,83.6,40.0,10.2,2
11259,2025,75.3,61.6,16.5,0
11260,2022,88.6,36.3,8.8,0
11260,2023,83.3,44.9,15.1,1
11260,2024,100.0,36.9,15.9,1
11260,2025,58.1,42.4,5.0,1
11261,2022,71.0,32.5,14.1,0
11261,2023,72.1,17.7,9.9,0
11261,2024,75.8,43.6,19.2,0
11261,2025,100.0,52.5,19.8,0
11262,2022,69.5,13.0,14.6,0
11262,2023,90.7,17.6,12.1,1
11262,2024,85.4,22.5,7.7,1
11262,2025,80.9,46.1,6.7,1
11263,2022,83.3,34.9,10.6,1
11263,2023,63.5,24.6,11.6,1
11263,2024,61.8,66.8,11.8,0
11263,2025,100.0,57.2,16.6,1
11264,2022,68.8,39.9,17.2,0
11264,2023,67.1,19.3,8.4,0
11264,2024,67.7,26.0,11.2,0
11264,2025,87.4,53.2,15.6,0
11265,2022,97.8,48.1,17.7,0
11265,2023,95.5,57.9,4.7,1
11265,2024,74.2,49.1,15.4,2
11265,2025,100.0,57.5,18.5,0
11266,2022,71.9,40.7,6.5,0
11266,2023,57.7,31.5,10.8,2
11266,2024,64.0,70.8,2.1,2
11266,2025,69.2,76.8,16.8,1
11267,2022,94.1,41.2,17.2,0
11267,2023,99.5,34.9,18.4,1
11267,2024,65.9,64.5,15.1,1
11267,2025,76.8,36.8,8.1,1
11268,2022,97.1,40.2,5.3,1
11268,2023,93.2,55.5,8.1,0
11268,2024,76.3,22.2,6.1,0
11268,2025,79.2,49.6,3.9,0
11269,2022,92.2,23.1,10.4,2
11269,2023,53.9,55.9,5.7,0
11269,2024,99.7,68.2,3.2,0
11269,2025,61.8,36.7,12.0,1
11270,2022,93.3,19.0,12.2,1
11270,2023,55.6,64.1,11.1,0
11270,2024,100.0,47.6,5.2,0
11270,2025,57.9,32.9,9.5,2
11271,2022,96.3,13.8,14.7,0
11271,2023,55.5,64.2,15.0,0
11271,2024,61.0,43.6,12.8,2
11271,2025,100.0,75.1,17.0,1
11272,2022,88.0,38.8,13.1,0
11272,2023,92.8,52.1,3.1,0
11272,2024,75.7,36.0,15.9,2
11272,2025,61.3,31.4,8.9,0
11273,2022,57.1,49.3,6.0,0
11273,2023,96.8,24.4,2.6,0
11273,2024,73.5,57.8,7.8,0
11273,2025,93.8,31.8,13.0,2
11274,2022,83.1,38.8,17.4,0
11274,2023,75.2,53.7,7.6,0
11274,2024,96.3,23.0,11.1,0
11274,2025,88.9,47.4,4.8,0
11275,2022,85.5,39.4,10.1,0
11275,2023,92.7,55.9,7.1,0
11275,2024,65.7,34.9,4.6,1
11275,2025,71.6,68.8,10.8,0
11276,2022,86.3,42.4,19.1,0
11276,2023,92.3,33.3,13.0,1
11276,2024,83.7,37.0,14.9,0
11276,2025,100.0,63.1,6.0,2
11277,2022,92.1,46.2,9.7,1
11277,2023,90.9,47.9,17.7,1
11277,2024,66.8,44.2,9.8,0
11277,2025,73.5,29.1,7.5,0
11278,2022,67.3,38.7,4.8,0
11278,2023,57.0,46.6,12.5,0
11278,2024,90.1,34.0,3.3,0
11278,2025,77.3,38.2,5.4,0
11279,2022,79.8,53.2,5.6,2
11279,2023,86.6,25.0,2.7,0
11279,2024,55.4,32.5,3.7,2
11279,2025,59.8,59.1,9.6,1
11280,2022,66.1,26.0,2.1,0
11280,2023,84.0,38.1,10.3,2
11280,2024,78.0,48.5,19.4,0
11280,2025,100.0,74.6,10.2,1
11281,2022,62.3,23.0,16.6,1
11281,2023,57.5,18.2,2.0,0
11281,2024,60.5,27.8,15.4,2
11281,2025,68.3,30.6,10.3,1
11282,2022,61.3,47.7,7.3,2
11282,2023,70.7,65.0,2.1,0
11282,2024,82.1,26.0,12.6,0
11282,2025,69.5,42.2,16.0,1
11283,2022,74.7,52.7,5.1,2
11283,2023,75.4,60.9,16.2,1
11283,2024,69.8,32.8,17.7,2
11283,2025,78.3,73.9,15.6,0
11284,2022,68.4,38.9,16.6,2
11284,2023,98.1,65.8,14.0,0
11284,2024,58.3,23.1,16.2,0
11284,2025,94.3,67.3,17.6,0
11285,2022,64.9,12.8,11.5,0
11285,2023,61.4,52.7,17.0,1
11285,2024,96.8,69.2,16.2,0
11285,2025,80.0,44.3,5.5,2
11286,2022,74.5,26.9,7.2,0
11286,2023,72.5,28.0,17.8,0
11286,2024,74.4,43.6,9.1,1
11286,2025,90.8,51.6,19.9,0
11287,2022,86.5,38.6,13.9,0
11287,2023,90.4,50.4,2.8,1
11287,2024,80.2,52.9,9.0,0
11287,2025,91.2,32.9,16.3,1
11288,2022,87.3,41.6,8.6,0
11288,2023,85.3,25.6,8.8,1
11288,2024,64.3,48.7,8.2,2
11288,2025,91.7,57.4,7.9,0
11289,2022,81.1,31.8,5.5,2
11289,2023,57.1,36.9,5.4,2
11289,2024,86.0,43.3,16.3,0
11289,2025,99.5,39.7,13.1,0
11290,2022,69.8,50.2,6.9,0
11290,2023,58.9,40.3,16.1,1
11290,2024,84.3,47.3,12.7,0
11290,2025,69.0,37.2,10.6,2
11291,2022,76.2,33.8,13.1,0
11291,2023,84.6,37.9,7.5,0
11291,2024,79.5,42.7,15.3,1
11291,2025,72.3,50.3,6.3,1
11292,2022,91.1,22.3,12.0,1
11292,2023,59.0,55.7,17.2,2
11292,2024,57.1,31.8,11.4,2
11292,2025,97.3,55.0,11.1,0
11293,2022,51.6,26.1,13.7,2
11293,2023,75.9,51.9,7.7,0
11293,2024,80.8,56.6,19.8,0
11293,2025,73.7,62.9,14.6,0
11294,2022,63.2,54.3,8.0,0
11294,2023,88.0,55.0,13.4,1
11294,2024,72.6,38.5,17.8,0
11294,2025,63.4,47.7,17.2,0
11295,2022,72.2,53.4,19.0,0
11295,2023,87.4,57.2,4.8,0
11295,2024,69.8,68.1,7.7,0
11295,2025,63.8,69.9,19.0,1
11296,2022,66.4,16.5,13.7,2
11296,2023,78.7,32.5,18.5,2
11296,2024,59.9,36.6,6.6,0
11296,2025,68.8,46.9,15.4,1
11297,2022,96.6,24.6,11.3,2
11297,2023,62.3,55.2,13.7,0
11297,2024,58.0,57.0,12.2,0
11297,2025,78.2,37.9,15.2,2
11298,2022,53.5,19.0,5.7,2
11298,2023,53.2,26.9,19.6,2
11298,2024,55.7,37.7,11.2,0
11298,2025,71.7,62.1,16.8,0
11299,2022,53.5,28.4,2.4,2
11299,2023,61.8,37.2,4.7,0
11299,2024,86.1,24.1,8.0,0
11299,2025,71.3,52.0,14.8,0
11300,2022,77.6,32.1,7.6,0
11300,2023,72.2,50.2,16.0,0
11300,2024,97.5,32.1,4.4,0
11300,2025,90.9,64.1,10.0,0
11301,2022,90.9,45.9,7.7,0
11301,2023,77.4,47.1,3.8,2
11301,2024,92.5,39.9,15.1,0
11301,2025,87.0,30.9,17.8,1
11302,2022,85.7,21.8,17.7,0
11302,2023,85.4,62.5,6.8,1
11302,2024,69.4,66.0,19.4,2
11302,2025,63.5,37.9,16.4,1
11303,2022,88.7,26.1,6.3,0
11303,2023,56.2,16.5,17.8,2
11303,2024,84.0,37.5,5.4,0
11303,2025,100.0,68.0,4.7,1
11304,2022,58.8,38.6,17.8,0
11304,2023,88.2,59.4,18.6,1
11304,2024,100.0,70.1,10.1,1
11304,2025,81.3,39.1,13.8,0
11305,2022,77.5,37.7,7.8,0
11305,2023,70.1,53.8,15.8,0
11305,2024,76.2,53.1,17.1,1
11305,2025,87.7,41.0,5.6,0
11306,2022,91.8,58.9,14.5,2
11306,2023,98.2,49.7,18.0,0
11306,2024,81.1,22.5,15.8,2
11306,2025,95.0,53.8,16.3,1
11307,2022,85.4,18.3,6.1,0
11307,2023,64.4,52.2,16.9,1
11307,2024,77.2,25.3,11.1,0
11307,2025,90.3,45.0,2.2,0
11308,2022,56.2,25.7,14.0,1
11308,2023,94.9,60.6,16.0,0
11308,2024,74.3,65.7,16.1,2
11308,2025,79.3,69.2,18.8,2
11309,2022,91.7,47.3,3.5,0
11309,2023,60.8,63.7,5.4,0
11309,2024,56.7,31.6,18.7,0
11309,2025,71.2,69.0,15.5,0
11310,2022,57.2,43.7,9.5,0
11310,2023,99.8,51.1,4.5,0
11310,2024,82.2,43.3,17.1,2
11310,2025,84.6,60.6,7.6,0
11311,2022,88.1,21.9,17.0,0
11311,2023,64.9,42.5,12.0,1
11311,2024,80.1,70.5,11.7,2
11311,2025,64.3,62.2,12.8,1
11312,2022,54.5,43.8,9.6,2
11312,2023,73.6,27.8,4.0,2
11312,2024,98.8,64.0,12.5,1
