Village_ID,Village_Name,District,State,Year,MGNREGA_Workers,Skill_Dev_Participants,Avg_Daily_Wage_INR,Unemployment_Rate_Pct
11283,Muzaffarpur_Village_33,Muzaffarpur,Bihar,2025,194,19,359,9.4
11284,Muzaffarpur_Village_34,Muzaffarpur,Bihar,2022,235,6,318,14.2
11284,Muzaffarpur_Village_34,Muzaffarpur,Bihar,2023,264,15,266,12.3
11284,Muzaffarpur_Village_34,Muzaffarpur,Bihar,2024,267,15,270,5.1
11284,Muzaffarpur_Village_34,Muzaffarpur,Bihar,2025,206,12,292,6.1
11285,Muzaffarpur_Village_35,Muzaffarpur,Bihar,2022,210,36,290,4.8
11285,Muzaffarpur_Village_35,Muzaffarpur,Bihar,2023,109,10,253,8.2
11285,Muzaffarpur_Village_35,Muzaffarpur,Bihar,2024,268,24,242,9.1
11285,Muzaffarpur_Village_35,Muzaffarpur,Bihar,2025,266,39,376,13.2
11286,Muzaffarpur_Village_36,Muzaffarpur,Bihar,2022,169,12,295,10.0
11286,Muzaffarpur_Village_36,Muzaffarpur,Bihar,2023,232,38,323,12.3
11286,Muzaffarpur_Village_36,Muzaffarpur,Bihar,2024,187,23,333,6.5
11286,Muzaffarpur_Village_36,Muzaffarpur,Bihar,2025,224,11,342,4.9
11287,Muzaffarpur_Village_37,Muzaffarpur,Bihar,2022,72,35,242,13.0
11287,Muzaffarpur_Village_37,Muzaffarpur,Bihar,2023,262,22,302,6.7
11287,Muzaffarpur_Village_37,Muzaffarpur,Bihar,2024,198,18,322,12.8
11287,Muzaffarpur_Village_37,Muzaffarpur,Bihar,2025,284,21,370,5.1
11288,Muzaffarpur_Village_38,Muzaffarpur,Bihar,2022,62,13,308,13.4
11288,Muzaffarpur_Village_38,Muzaffarpur,Bihar,2023,150,24,261,12.2
11288,Muzaffarpur_Village_38,Muzaffarpur,Bihar,2024,210,32,321,10.1
11288,Muzaffarpur_Village_38,Muzaffarpur,Bihar,2025,73,24,285,12.2
11289,Muzaffarpur_Village_39,Muzaffarpur,Bihar,2022,157,31,202,8.0
11289,Muzaffarpur_Village_39,Muzaffarpur,Bihar,2023,60,12,335,5.8
11289,Muzaffarpur_Village_39,Muzaffarpur,Bihar,2024,66,36,306,5.3
11289,Muzaffarpur_Village_39,Muzaffarpur,Bihar,2025,245,5,339,6.1
11290,Muzaffarpur_Village_40,Muzaffarpur,Bihar,2022,224,21,212,9.2
11290,Muzaffarpur_Village_40,Muzaffarpur,Bihar,2023,74,13,319,13.3
11290,Muzaffarpur_Village_40,Muzaffarpur,Bihar,2024,143,24,247,4.6
11290,Muzaffarpur_Village_40,Muzaffarpur,Bihar,2025,250,36,281,12.9
11291,Muzaffarpur_Village_41,Muzaffarpur,Bihar,2022,70,6,254,14.2
11291,Muzaffarpur_Village_41,Muzaffarpur,Bihar,2023,133,36,266,11.7
11291,Muzaffarpur_Village_41,Muzaffarpur,Bihar,2024,260,13,265,13.2
11291,Muzaffarpur_Village_41,Muzaffarpur,Bihar,2025,260,34,358,11.4
11292,Muzaffarpur_Village_42,Muzaffarpur,Bihar,2022,189,24,251,10.0
11292,Muzaffarpur_Village_42,Muzaffarpur,Bihar,2023,86,5,233,10.4
11292,Muzaffarpur_Village_42,Muzaffarpur,Bihar,2024,91,9,369,10.3
11292,Muzaffarpur_Village_42,Muzaffarpur,Bihar,2025,194,39,336,4.6
11293,Muzaffarpur_Village_43,Muzaffarpur,Bihar,2022,150,5,338,6.5
11293,Muzaffarpur_Village_43,Muzaffarpur,Bihar,2023,295,18,262,9.6
11293,Muzaffarpur_Village_43,Muzaffarpur,Bihar,2024,97,13,330,4.9
11293,Muzaffarpur_Village_43,Muzaffarpur,Bihar,2025,152,34,343,13.4
11294,Muzaffarpur_Village_44,Muzaffarpur,Bihar,2022,77,28,343,9.8
11294,Muzaffarpur_Village_44,Muzaffarpur,Bihar,2023,90,8,261,8.1
11294,Muzaffarpur_Village_44,Muzaffarpur,Bihar,2024,148,18,296,5.4
11294,Muzaffarpur_Village_44,Muzaffarpur,Bihar,2025,96,29,275,7.7
11295,Muzaffarpur_Village_45,Muzaffarpur,Bihar,2022,289,8,275,7.7
11295,Muzaffarpur_Village_45,Muzaffarpur,Bihar,2023,195,29,222,5.0
11295,Muzaffarpur_Village_45,Muzaffarpur,Bihar,2024,255,14,273,13.9
11295,Muzaffarpur_Village_45,Muzaffarpur,Bihar,2025,276,39,279,6.1
11296,Muzaffarpur_Village_46,Muzaffarpur,Bihar,2022,285,11,213,11.7
11296,Muzaffarpur_Village_46,Muzaffarpur,Bihar,2023,154,17,324,5.1
11296,Muzaffarpur_Village_46,Muzaffarpur,Bihar,2024,173,8,233,13.3
11296,Muzaffarpur_Village_46,Muzaffarpur,Bihar,2025,248,18,389,9.5
11297,Muzaffarpur_Village_47,Muzaffarpur,Bihar,2022,282,22,311,11.4
11297,Muzaffarpur_Village_47,Muzaffarpur,Bihar,2023,62,12,283,12.3
11297,Muzaffarpur_Village_47,Muzaffarpur,Bihar,2024,259,36,278,10.1
11297,Muzaffarpur_Village_47,Muzaffarpur,Bihar,2025,278,31,299,4.0
11298,Muzaffarpur_Village_48,Muzaffarpur,Bihar,2022,190,27,280,9.0
11298,Muzaffarpur_Village_48,Muzaffarpur,Bihar,2023,149,11,354,6.9
11298,Muzaffarpur_Village_48,Muzaffarpur,Bihar,2024,80,16,368,8.8
11298,Muzaffarpur_Village_48,Muzaffarpur,Bihar,2025,179,29,359,7.5
11299,Muzaffarpur_Village_49,Muzaffarpur,Bihar,2022,65,7,274,13.2
11299,Muzaffarpur_Village_49,Muzaffarpur,Bihar,2023,186,30,312,6.7
11299,Muzaffarpur_Village_49,Muzaffarpur,Bihar,2024,122,8,356,5.8
11299,Muzaffarpur_Village_49,Muzaffarpur,Bihar,2025,215,19,355,13.4
11300,Muzaffarpur_Village_50,Muzaffarpur,Bihar,2022,252,36,300,14.5
11300,Muzaffarpur_Village_50,Muzaffarpur,Bihar,2023,103,33,328,14.5
11300,Muzaffarpur_Village_50,Muzaffarpur,Bihar,2024,233,14,258,9.7
11300,Muzaffarpur_Village_50,Muzaffarpur,Bihar,2025,263,25,306,4.5
11301,Muzaffarpur_Village_51,Muzaffarpur,Bihar,2022,274,20,252,13.7
11301,Muzaffarpur_Village_51,Muzaffarpur,Bihar,2023,149,23,331,5.6
11301,Muzaffarpur_Village_51,Muzaffarpur,Bihar,2024,158,33,320,5.3
11301,Muzaffarpur_Village_51,Muzaffarpur,Bihar,2025,136,22,350,5.3
11302,Muzaffarpur_Village_52,Muzaffarpur,Bihar,2022,222,20,285,11.4
11302,Muzaffarpur_Village_52,Muzaffarpur,Bihar,2023,286,5,342,5.2
11302,Muzaffarpur_Village_52,Muzaffarpur,Bihar,2024,211,6,329,11.9
11302,Muzaffarpur_Village_52,Muzaffarpur,Bihar,2025,186,19,338,3.9
11303,Muzaffarpur_Village_53,Muzaffarpur,Bihar,2022,265,32,275,5.7
11303,Muzaffarpur_Village_53,Muzaffarpur,Bihar,2023,57,5,217,8.7
11303,Muzaffarpur_Village_53,Muzaffarpur,Bihar,2024,56,9,310,7.7
11303,Muzaffarpur_Village_53,Muzaffarpur,Bihar,2025,85,26,349,13.7
11304,Muzaffarpur_Village_54,Muzaffarpur,Bihar,2022,67,17,231,14.7
11304,Muzaffarpur_Village_54,Muzaffarpur,Bihar,2023,52,5,222,6.1
11304,Muzaffarpur_Village_54,Muzaffarpur,Bihar,2024,77,20,316,13.6
11304,Muzaffarpur_Village_54,Muzaffarpur,Bihar,2025,119,26,274,10.6
11305,Muzaffarpur_Village_55,Muzaffarpur,Bihar,2022,285,36,342,8.8
11305,Muzaffarpur_Village_55,Muzaffarpur,Bihar,2023,221,20,288,11.9
11305,Muzaffarpur_Village_55,Muzaffarpur,Bihar,2024,198,19,352,13.2
11305,Muzaffarpur_Village_55,Muzaffarpur,Bihar,2025,77,16,365,5.2
11306,Muzaffarpur_Village_56,Muzaffarpur,Bihar,2022,281,5,237,6.6
11306,Muzaffarpur_Village_56,Muzaffarpur,Bihar,2023,103,21,357,8.4
11306,Muzaffarpur_Village_56,Muzaffarpur,Bihar,2024,231,32,344,5.5
11306,Muzaffarpur_Village_56,Muzaffarpur,Bihar,2025,114,11,353,7.1
11307,Muzaffarpur_Village_57,Muzaffarpur,Bihar,2022,149,13,277,11.3
11307,Muzaffarpur_Village_57,Muzaffarpur,Bihar,2023,70,26,250,12.6
11307,Muzaffarpur_Village_57,Muzaffarpur,Bihar,2024,284,30,319,6.9
11307,Muzaffarpur_Village_57,Muzaffarpur,Bihar,2025,276,16,284,6.3
11308,Muzaffarpur_Village_58,Muzaffarpur,Bihar,2022,62,11,273,12.7
11308,Muzaffarpur_Village_58,Muzaffarpur,Bihar,2023,106,19,260,8.1
11308,Muzaffarpur_Village_58,Muzaffarpur,Bihar,2024,98,25,336,12.3
11308,Muzaffarpur_Village_58,Muzaffarpur,Bihar,2025,167,18,390,13.7
11309,Muzaffarpur_Village_59,Muzaffarpur,Bihar,2022,103,6,299,14.8
11309,Muzaffarpur_Village_59,Muzaffarpur,Bihar,2023,187,12,275,11.1
11309,Muzaffarpur_Village_59,Muzaffarpur,Bihar,2024,102,10,232,7.6
11309,Muzaffarpur_Village_59,Muzaffarpur,Bihar,2025,93,37,326,4.0
11310,Muzaffarpur_Village_60,Muzaffarpur,Bihar,2022,96,10,206,12.2
11310,Muzaffarpur_Village_60,Muzaffarpur,Bihar,2023,102,30,245,14.4
11310,Muzaffarpur_Village_60,Muzaffarpur,Bihar,2024,123,18,294,4.4
11310,Muzaffarpur_Village_60,Muzaffarpur,Bihar,2025,95,12,339,3.4
11311,Muzaffarpur_Village_61,Muzaffarpur,Bihar,2022,62,17,263,13.2
11311,Muzaffarpur_Village_61,Muzaffarpur,Bihar,2023,214,17,291,5.2
11311,Muzaffarpur_Village_61,Muzaffarpur,Bihar,2024,151,32,232,4.6
11311,Muzaffarpur_Village_61,Muzaffarpur,Bihar,2025,73,22,337,12.9
11312,Muzaffarpur_Village_62,Muzaffarpur,Bihar,2022,51,23,234,5.3
11312,Muzaffarpur_Village_62,Muzaffarpur,Bihar,2023,263,36,229,5.3
11312,Muzaffarpur_Village_62,Muzaffarpur,Bihar,2024,130,26,250,9.7
11312,Muzaffarpur_Village_62,Muzaffarpur,Bihar,2025,149,6,306,11.2
11313,Muzaffarpur_Village_63,Muzaffarpur,Bihar,2022,191,17,282,8.7
11313,Muzaffarpur_Village_63,Muzaffarpur,Bihar,2023,187,27,218,8.5
11313,Muzaffarpur_Village_63,Muzaffarpur,Bihar,2024,212,29,370,10.3
11313,Muzaffarpur_Village_63,Muzaffarpur,Bihar,2025,202,32,311,8.6
11314,Muzaffarpur_Village_64,Muzaffarpur,Bihar,2022,180,15,293,4.7
11314,Muzaffarpur_Village_64,Muzaffarpur,Bihar,2023,160,37,272,5.3
11314,Muzaffarpur_Village_64,Muzaffarpur,Bihar,2024,151,28,359,9.8
11314,Muzaffarpur_Village_64,Muzaffarpur,Bihar,2025,66,6,269,11.6
11315,Muzaffarpur_Village_65,Muzaffarpur,Bihar,2022,61,34,210,12.5
11315,Muzaffarpur_Village_65,Muzaffarpur,Bihar,2023,231,21,215,11.9
11315,Muzaffarpur_Village_65,Muzaffarpur,Bihar,2024,165,38,277,11.8
11315,Muzaffarpur_Village_65,Muzaffarpur,Bihar,2025,73,26,357,3.8
11316,Muzaffarpur_Village_66,Muzaffarpur,Bihar,2022,78,9,337,13.9
11316,Muzaffarpur_Village_66,Muzaffarpur,Bihar,2023,220,20,295,13.4
11316,Muzaffarpur_Village_66,Muzaffarpur,Bihar,2024,202,17,259,9.3
11316,Muzaffarpur_Village_66,Muzaffarpur,Bihar,2025,277,30,358,5.9
11317,Muzaffarpur_Village_67,Muzaffarpur,Bihar,2022,171,35,218,10.7
11317,Muzaffarpur_Village_67,Muzaffarpur,Bihar,2023,237,27,324,10.0
11317,Muzaffarpur_Village_67,Muzaffarpur,Bihar,2024,139,16,263,6.0
11317,Muzaffarpur_Village_67,Muzaffarpur,Bihar,2025,279,18,276,9.6
11318,Muzaffarpur_Village_68,Muzaffarpur,Bihar,2022,114,22,275,12.9
11318,Muzaffarpur_Village_68,Muzaffarpur,Bihar,2023,133,31,340,12.6
11318,Muzaffarpur_Village_68,Muzaffarpur,Bihar,2024,168,32,363,4.3
11318,Muzaffarpur_Village_68,Muzaffarpur,Bihar,2025,205,22,385,5.4
11319,Muzaffarpur_Village_69,Muzaffarpur,Bihar,2022,65,20,285,11.5
11319,Muzaffarpur_Village_69,Muzaffarpur,Bihar,2023,224,20,289,13.1
11319,Muzaffarpur_Village_69,Muzaffarpur,Bihar,2024,258,17,364,9.2
11319,Muzaffarpur_Village_69,Muzaffarpur,Bihar,2025,153,33,289,10.7
11320,Muzaffarpur_Village_70,Muzaffarpur,Bihar,2022,141,13,264,4.7
11320,Muzaffarpur_Village_70,Muzaffarpur,Bihar,2023,235,30,308,10.5
11320,Muzaffarpur_Village_70,Muzaffarpur,Bihar,2024,253,32,248,13.8
11320,Muzaffarpur_Village_70,Muzaffarpur,Bihar,2025,76,17,363,10.2
11321,Muzaffarpur_Village_71,Muzaffarpur,Bihar,2022,295,13,246,14.2
11321,Muzaffarpur_Village_71,Muzaffarpur,Bihar,2023,230,18,260,10.0
11321,Muzaffarpur_Village_71,Muzaffarpur,Bihar,2024,219,16,258,12.6
11321,Muzaffarpur_Village_71,Muzaffarpur,Bihar,2025,236,36,344,4.6
11322,Muzaffarpur_Village_72,Muzaffarpur,Bihar,2022,224,7,264,5.8
11322,Muzaffarpur_Village_72,Muzaffarpur,Bihar,2023,271,20,342,5.4
11322,Muzaffarpur_Village_72,Muzaffarpur,Bihar,2024,282,24,280,8.8
11322,Muzaffarpur_Village_72,Muzaffarpur,Bihar,2025,211,36,266,6.8
11323,Muzaffarpur_Village_73,Muzaffarpur,Bihar,2022,214,27,309,12.1
11323,Muzaffarpur_Village_73,Muzaffarpur,Bihar,2023,183,21,285,13.6
11323,Muzaffarpur_Village_73,Muzaffarpur,Bihar,2024,184,20,262,10.2
11323,Muzaffarpur_Village_73,Muzaffarpur,Bihar,2025,273,12,371,5.5
11324,Muzaffarpur_Village_74,Muzaffarpur,Bihar,2022,273,23,308,14.3
11324,Muzaffarpur_Village_74,Muzaffarpur,Bihar,2023,294,34,314,9.6
11324,Muzaffarpur_Village_74,Muzaffarpur,Bihar,2024,202,38,273,11.3
11324,Muzaffarpur_Village_74,Muzaffarpur,Bihar,2025,82,18,251,12.7
11325,Muzaffarpur_Village_75,Muzaffarpur,Bihar,2022,104,26,327,14.9
11325,Muzaffarpur_Village_75,Muzaffarpur,Bihar,2023,235,21,305,9.4
11325,Muzaffarpur_Village_75,Muzaffarpur,Bihar,2024,56,19,359,12.2
11325,Muzaffarpur_Village_75,Muzaffarpur,Bihar,2025,293,36,261,9.3
11326,Muzaffarpur_Village_76,Muzaffarpur,Bihar,2022,106,17,264,9.6
11326,Muzaffarpur_Village_76,Muzaffarpur,Bihar,2023,175,25,324,9.7
11326,Muzaffarpur_Village_76,Muzaffarpur,Bihar,2024,61,37,259,8.8
11326,Muzaffarpur_Village_76,Muzaffarpur,Bihar,2025,65,31,336,7.7
11327,Muzaffarpur_Village_77,Muzaffarpur,Bihar,2022,257,39,274,12.1
11327,Muzaffarpur_Village_77,Muzaffarpur,Bihar,2023,92,20,319,6.7
11327,Muzaffarpur_Village_77,Muzaffarpur,Bihar,2024,166,32,260,10.2
11327,Muzaffarpur_Village_77,Muzaffarpur,Bihar,2025,277,38,341,10.8
11328,Muzaffarpur_Village_78,Muzaffarpur,Bihar,2022,254,5,250,13.9
11328,Muzaffarpur_Village_78,Muzaffarpur,Bihar,2023,184,35,272,7.6
11328,Muzaffarpur_Village_78,Muzaffarpur,Bihar,2024,277,37,263,12.7
11328,Muzaffarpur_Village_78,Muzaffarpur,Bihar,2025,160,37,265,13.2
11329,Muzaffarpur_Village_79,Muzaffarpur,Bihar,2022,100,22,236,11.3
11329,Muzaffarpur_Village_79,Muzaffarpur,Bihar,2023,250,27,278,12.2
11329,Muzaffarpur_Village_79,Muzaffarpur,Bihar,2024,209,27,376,8.0
11329,Muzaffarpur_Village_79,Muzaffarpur,Bihar,2025,124,19,368,13.3
11330,Muzaffarpur_Village_80,Muzaffarpur,Bihar,2022,57,30,300,11.5
11330,Muzaffarpur_Village_80,Muzaffarpur,Bihar,2023,274,34,333,7.4
11330,Muzaffarpur_Village_80,Muzaffarpur,Bihar,2024,264,29,314,7.9
11330,Muzaffarpur_Village_80,Muzaffarpur,Bihar,2025,266,20,322,9.8
11331,Muzaffarpur_Village_81,Muzaffarpur,Bihar,2022,297,18,303,7.0
11331,Muzaffarpur_Village_81,Muzaffarpur,Bihar,2023,249,21,286,12.0
11331,Muzaffarpur_Village_81,Muzaffarpur,Bihar,2024,94,16,332,6.1
11331,Muzaffarpur_Village_81,Muzaffarpur,Bihar,2025,263,33,321,9.5
11332,Muzaffarpur_Village_82,Muzaffarpur,Bihar,2022,108,36,309,11.8
11332,Muzaffarpur_Village_82,Muzaffarpur,Bihar,2023,181,28,233,13.1
11332,Muzaffarpur_Village_82,Muzaffarpur,Bihar,2024,153,17,359,11.4
11332,Muzaffarpur_Village_82,Muzaffarpur,Bihar,2025,244,24,378,11.7
11333,Muzaffarpur_Village_83,Muzaffarpur,Bihar,2022,206,19,332,14.1
11333,Muzaffarpur_Village_83,Muzaffarpur,Bihar,2023,282,8,276,10.4
11333,Muzaffarpur_Village_83,Muzaffarpur,Bihar,2024,206,38,332,12.6
11333,Muzaffarpur_Village_83,Muzaffarpur,Bihar,2025,147,32,344,5.7
11334,Muzaffarpur_Village_84,Muzaffarpur,Bihar,2022,275,6,251,13.1
11334,Muzaffarpur_Village_84,Muzaffarpur,Bihar,2023,205,34,263,6.4
11334,Muzaffarpur_Village_84,Muzaffarpur,Bihar,2024,254,30,329,13.5
11334,Muzaffarpur_Village_84,Muzaffarpur,Bihar,2025,128,30,370,6.8
11335,Muzaffarpur_Village_85,Muzaffarpur,Bihar,2022,173,24,317,6.3
11335,Muzaffarpur_Village_85,Muzaffarpur,Bihar,2023,264,32,268,5.7
11335,Muzaffarpur_Village_85,Muzaffarpur,Bihar,2024,221,24,348,5.7
11335,Muzaffarpur_Village_85,Muzaffarpur,Bihar,2025,267,15,377,8.0
11336,Muzaffarpur_Village_86,Muzaffarpur,Bihar,2022,53,14,336,10.0
11336,Muzaffarpur_Village_86,Muzaffarpur,Bihar,2023,139,27,312,13.7
11336,Muzaffarpur_Village_86,Muzaffarpur,Bihar,2024,153,23,265,7.7
11336,Muzaffarpur_Village_86,Muzaffarpur,Bihar,2025,186,22,392,5.6
11337,Muzaffarpur_Village_87,Muzaffarpur,Bihar,2022,168,31,280,12.3
11337,Muzaffarpur_Village_87,Muzaffarpur,Bihar,2023,182,10,299,5.5
11337,Muzaffarpur_Village_87,Muzaffarpur,Bihar,2024,105,14,312,13.1
11337,Muzaffarpur_Village_87,Muzaffarpur,Bihar,2025,145,6,307,7.6
11338,Muzaffarpur_Village_88,Muzaffarpur,Bihar,2022,261,28,266,10.9
11338,Muzaffarpur_Village_88,Muzaffarpur,Bihar,2023,227,32,217,6.1
11338,Muzaffarpur_Village_88,Muzaffarpur,Bihar,2024,124,32,271,5.2
11338,Muzaffarpur_Village_88,Muzaffarpur,Bihar,2025,192,6,268,11.7
11339,Muzaffarpur_Village_89,Muzaffarpur,Bihar,2022,81,9,243,9.0
11339,Muzaffarpur_Village_89,Muzaffarpur,Bihar,2023,77,15,343,14.5
11339,Muzaffarpur_Village_89,Muzaffarpur,Bihar,2024,71,14,344,9.2
11339,Muzaffarpur_Village_89,Muzaffarpur,Bihar,2025,282,6,280,12.2
11340,Muzaffarpur_Village_90,Muzaffarpur,Bihar,2022,66,19,237,14.8
11340,Muzaffarpur_Village_90,Muzaffarpur,Bihar,2023,108,11,296,7.1
11340,Muzaffarpur_Village_90,Muzaffarpur,Bihar,2024,139,24,258,12.1
11340,Muzaffarpur_Village_90,Muzaffarpur,Bihar,2025,285,38,285,3.5
11341,Muzaffarpur_Village_91,Muzaffarpur,Bihar,2022,248,39,287,11.6
11341,Muzaffarpur_Village_91,Muzaffarpur,Bihar,2023,155,38,262,11.9
11341,Muzaffarpur_Village_91,Muzaffarpur,Bihar,2024,234,26,343,8.7
11341,Muzaffarpur_Village_91,Muzaffarpur,Bihar,2025,75,35,266,5.0
11342,Muzaffarpur_Village_92,Muzaffarpur,Bihar,2022,74,27,298,11.0
11342,Muzaffarpur_Village_92,Muzaffarpur,Bihar,2023,187,23,231,13.5
11342,Muzaffarpur_Village_92,Muzaffarpur,Bihar,2024,94,8,315,13.5
11342,Muzaffarpur_Village_92,Muzaffarpur,Bihar,2025,132,28,377,11.1
11343,Muzaffarpur_Village_93,Muzaffarpur,Bihar,2022,60,24,260,7.3
11343,Muzaffarpur_Village_93,Muzaffarpur,Bihar,2023,254,32,303,13.2
11343,Muzaffarpur_Village_93,Muzaffarpur,Bihar,2024,230,21,363,13.0
11343,Muzaffarpur_Village_93,Muzaffarpur,Bihar,2025,249,23,325,7.2
11344,Muzaffarpur_Village_94,Muzaffarpur,Bihar,2022,153,39,294,6.4
11344,Muzaffarpur_Village_94,Muzaffarpur,Bihar,2023,117,36,359,13.3
11344,Muzaffarpur_Village_94,Muzaffarpur,Bihar,2024,288,39,288,13.0
11344,Muzaffarpur_Village_94,Muzaffarpur,Bihar,2025,144,34,298,4.4
11345,Muzaffarpur_Village_95,Muzaffarpur,Bihar,2022,205,21,325,14.7
11345,Muzaffarpur_Village_95,Muzaffarpur,Bihar,2023,252,33,262,9.7
11345,Muzaffarpur_Village_95,Muzaffarpur,Bihar,2024,284,10,297,14.1
11345,Muzaffarpur_Village_95,Muzaffarpur,Bihar,2025,114,21,351,8.0
11346,Muzaffarpur_Village_96,Muzaffarpur,Bihar,2022,98,21,277,10.1
11346,Muzaffarpur_Village_96,Muzaffarpur,Bihar,2023,224,18,291,6.9
11346,Muzaffarpur_Village_96,Muzaffarpur,Bihar,2024,101,28,256,13.1
11346,Muzaffarpur_Village_96,Muzaffarpur,Bihar,2025,151,36,332,8.0
11347,Muzaffarpur_Village_97,Muzaffarpur,Bihar,2022,265,18,271,13.1
11347,Muzaffarpur_Village_97,Muzaffarpur,Bihar,2023,231,31,261,4.9
11347,Muzaffarpur_Village_97,Muzaffarpur,Bihar,2024,237,23,332,12.0
11347,Muzaffarpur_Village_97,Muzaffarpur,Bihar,2025,106,35,265,8.4
11348,Muzaffarpur_Village_98,Muzaffarpur,Bihar,2022,96,13,314,4.6
11348,Muzaffarpur_Village_98,Muzaffarpur,Bihar,2023,208,21,271,6.5
11348,Muzaffarpur_Village_98,Muzaffarpur,Bihar,2024,282,23,334,5.7
11348,Muzaffarpur_Village_98,Muzaffarpur,Bihar,2025,223,8,339,11.2
11349,Muzaffarpur_Village_99,Muzaffarpur,Bihar,2022,291,15,309,9.5
11349,Muzaffarpur_Village_99,Muzaffarpur,Bihar,2023,75,26,241,5.8
11349,Muzaffarpur_Village_99,Muzaffarpur,Bihar,2024,290,8,357,6.4
11349,Muzaffarpur_Village_99,Muzaffarpur,Bihar,2025,163,21,320,8.6
11350,Muzaffarpur_Village_100,Muzaffarpur,Bihar,2022,54,12,234,4.7
11350,Muzaffarpur_Village_100,Muzaffarpur,Bihar,2023,133,38,312,8.6
11350,Muzaffarpur_Village_100,Muzaffarpur,Bihar,2024,101,15,373,10.8
11350,Muzaffarpur_Village_100,Muzaffarpur,Bihar,2025,154,35,280,8.7
11351,Muzaffarpur_Village_101,Muzaffarpur,Bihar,2022,252,15,265,10.8
11351,Muzaffarpur_Village_101,Muzaffarpur,Bihar,2023,297,25,270,7.5
11351,Muzaffarpur_Village_101,Muzaffarpur,Bihar,2024,103,34,374,5.6
11351,Muzaffarpur_Village_101,Muzaffarpur,Bihar,2025,210,14,392,11.8
11352,Muzaffarpur_Village_102,Muzaffarpur,Bihar,2022,227,30,293,14.0
11352,Muzaffarpur_Village_102,Muzaffarpur,Bihar,2023,215,31,320,9.5
11352,Muzaffarpur_Village_102,Muzaffarpur,Bihar,2024,204,12,313,6.9
11352,Muzaffarpur_Village_102,Muzaffarpur,Bihar,2025,275,12,380,8.7
11353,Muzaffarpur_Village_103,Muzaffarpur,Bihar,2022,64,12,345,13.7
11353,Muzaffarpur_Village_103,Muzaffarpur,Bihar,2023,273,38,232,11.4
11353,Muzaffarpur_Village_103,Muzaffarpur,Bihar,2024,110,20,375,12.7
11353,Muzaffarpur_Village_103,Muzaffarpur,Bihar,2025,171,17,369,6.7
11354,Muzaffarpur_Village_104,Muzaffarpur,Bihar,2022,70,27,201,12.0
11354,Muzaffarpur_Village_104,Muzaffarpur,Bihar,2023,95,16,290,11.0
11354,Muzaffarpur_Village_104,Muzaffarpur,Bihar,2024,246,31,367,9.7
11354,Muzaffarpur_Village_104,Muzaffarpur,Bihar,2025,183,26,386,8.8
11355,Muzaffarpur_Village_105,Muzaffarpur,Bihar,2022,87,36,225,10.3
11355,Muzaffarpur_Village_105,Muzaffarpur,Bihar,2023,111,31,261,13.0
11355,Muzaffarpur_Village_105,Muzaffarpur,Bihar,2024,135,6,259,13.3
11355,Muzaffarpur_Village_105,Muzaffarpur,Bihar,2025,239,37,300,4.5
11356,Muzaffarpur_Village_106,Muzaffarpur,Bihar,2022,259,30,318,10.5
11356,Muzaffarpur_Village_106,Muzaffarpur,Bihar,2023,127,32,346,13.7
11356,Muzaffarpur_Village_106,Muzaffarpur,Bihar,2024,251,23,368,5.1
11356,Muzaffarpur_Village_106,Muzaffarpur,Bihar,2025,95,9,374,7.6
11357,Muzaffarpur_Village_107,Muzaffarpur,Bihar,2022,190,37,339,5.4
11357,Muzaffarpur_Village_107,Muzaffarpur,Bihar,2023,272,24,235,5.3
11357,Muzaffarpur_Village_107,Muzaffarpur,Bihar,2024,271,34,297,13.2
11357,Muzaffarpur_Village_107,Muzaffarpur,Bihar,2025,52,12,370,8.0
11358,Muzaffarpur_Village_108,Muzaffarpur,Bihar,2022,271,21,242,11.7
11358,Muzaffarpur_Village_108,Muzaffarpur,Bihar,2023,55,5,314,5.6
11358,Muzaffarpur_Village_108,Muzaffarpur,Bihar,2024,142,7,352,3.9
11358,Muzaffarpur_Village_108,Muzaffarpur,Bihar,2025,57,30,337,12.7
11359,Muzaffarpur_Village_109,Muzaffarpur,Bihar,2022,221,35,339,10.5
11359,Muzaffarpur_Village_109,Muzaffarpur,Bihar,2023,286,12,343,4.3
11359,Muzaffarpur_Village_109,Muzaffarpur,Bihar,2024,284,12,345,14.1
11359,Muzaffarpur_Village_109,Muzaffarpur,Bihar,2025,157,39,359,8.5
11360,Muzaffarpur_Village_110,Muzaffarpur,Bihar,2022,210,32,341,9.5
11360,Muzaffarpur_Village_110,Muzaffarpur,Bihar,2023,258,8,333,10.6
11360,Muzaffarpur_Village_110,Muzaffarpur,Bihar,2024,289,20,322,3.8
11360,Muzaffarpur_Village_110,Muzaffarpur,Bihar,2025,124,17,386,9.3
11361,Muzaffarpur_Village_111,Muzaffarpur,Bihar,2022,126,24,208,11.1
11361,Muzaffarpur_Village_111,Muzaffarpur,Bihar,2023,99,9,287,7.2
11361,Muzaffarpur_Village_111,Muzaffarpur,Bihar,2024,60,24,255,11.3
11361,Muzaffarpur_Village_111,Muzaffarpur,Bihar,2025,144,28,350,7.3
11362,Muzaffarpur_Village_112,Muzaffarpur,Bihar,2022,205,38,344,12.0
11362,Muzaffarpur_Village_112,Muzaffarpur,Bihar,2023,285,38,282,5.6
11362,Muzaffarpur_Village_112,Muzaffarpur,Bihar,2024,119,23,339,13.3
