Village_ID,Year,Primary_Schools,School_Dropout_Rate_Pct,Primary_Health_Centres,Clean_Water_Access_Pct
11277,2025,0,11.0,1,52.5
11278,2022,2,13.6,0,31.8
11278,2023,0,21.6,0,46.9
11278,2024,1,19.8,0,83.7
11278,2025,0,3.0,1,74.8
11279,2022,0,15.7,0,51.7
11279,2023,1,22.7,0,47.5
11279,2024,1,14.0,0,84.0
11279,2025,3,16.5,0,66.5
11280,2022,0,12.5,0,66.7
11280,2023,3,11.0,1,33.8
11280,2024,2,8.5,0,61.8
11280,2025,2,0.9,0,39.9
11281,2022,1,23.5,1,77.2
11281,2023,3,10.5,0,48.0
11281,2024,2,9.3,0,46.0
11281,2025,0,15.7,1,94.6
11282,2022,1,15.5,0,31.1
11282,2023,0,10.7,0,44.9
11282,2024,3,19.7,0,50.4
11282,2025,3,17.0,0,88.4
11283,2022,2,24.5,0,72.6
11283,2023,3,16.3,1,91.0
11283,2024,2,15.8,1,77.7
11283,2025,2,7.0,1,53.2
11284,2022,1,7.0,1,40.0
11284,2023,2,5.6,1,78.3
11284,2024,3,14.9,1,90.1
11284,2025,3,2.8,1,93.7
11285,2022,1,23.1,1,76.3
11285,2023,3,17.6,1,80.7
11285,2024,1,6.5,0,75.7
11285,2025,1,6.1,1,83.1
11286,2022,1,19.2,1,37.0
11286,2023,1,20.0,1,52.8
11286,2024,1,18.8,1,63.5
11286,2025,2,12.5,0,78.9
11287,2022,3,8.1,0,55.1
11287,2023,1,19.9,1,55.5
11287,2024,0,17.8,0,69.8
11287,2025,0,17.2,1,62.7
11288,2022,0,8.2,1,34.4
11288,2023,3,17.2,1,91.2
11288,2024,3,21.2,1,91.6
11288,2025,2,5.6,1,41.3
11289,2022,1,19.3,1,61.8
11289,2023,2,8.7,1,75.8
11289,2024,2,8.1,0,72.6
11289,2025,1,10.2,0,60.2
11290,2022,2,22.9,1,78.2
11290,2023,1,4.3,1,69.9
11290,2024,1,21.8,0,50.3
11290,2025,1,15.9,1,75.7
11291,2022,0,12.2,1,46.5
11291,2023,3,10.6,0,68.8
11291,2024,1,11.7,1,81.9
11291,2025,1,18.0,1,57.2
11292,2022,2,5.4,0,47.0
11292,2023,0,14.5,0,76.6
11292,2024,2,3.1,0,66.5
11292,2025,2,2.8,0,47.3
11293,2022,0,18.8,1,62.7
11293,2023,2,8.2,0,72.8
11293,2024,2,2.8,0,65.5
11293,2025,1,3.8,1,76.4
11294,2022,0,9.2,1,51.9
11294,2023,0,18.9,1,85.7
11294,2024,0,14.5,0,50.4
11294,2025,2,15.2,1,55.9
11295,2022,3,12.4,0,76.4
11295,2023,2,5.8,0,36.5
11295,2024,3,18.1,1,95.2
11295,2025,0,3.3,0,76.7
11296,2022,2,12.7,1,78.4
11296,2023,3,8.7,1,68.0
11296,2024,0,7.9,0,83.2
11296,2025,2,12.5,0,65.1
11297,2022,0,8.3,0,64.6
11297,2023,3,12.4,1,72.7
11297,2024,0,14.8,1,90.1
11297,2025,3,17.9,1,41.1
11298,2022,2,12.4,0,36.5
11298,2023,3,9.9,1,74.4
11298,2024,0,9.4,0,56.7
11298,2025,0,10.5,1,79.7
11299,2022,3,11.3,0,43.7
11299,2023,1,8.5,1,70.7
11299,2024,0,9.5,1,64.7
11299,2025,0,16.1,1,46.4
11300,2022,1,10.1,1,85.8
11300,2023,3,20.4,0,80.5
11300,2024,0,7.7,1,82.9
11300,2025,0,12.6,1,80.8
11301,2022,1,24.4,0,31.3
11301,2023,2,22.5,1,63.3
11301,2024,3,10.7,1,81.1
11301,2025,0,1.9,1,52.0
11302,2022,2,23.1,1,66.9
11302,2023,0,6.0,1,88.8
11302,2024,0,20.5,0,81.2
11302,2025,2,15.2,0,71.9
11303,2022,1,23.7,0,48.6
11303,2023,3,16.8,0,71.2
11303,2024,1,21.9,0,78.9
11303,2025,0,9.8,0,77.3
11304,2022,1,11.6,0,75.3
11304,2023,0,11.4,0,49.8
11304,2024,0,9.0,1,66.5
11304,2025,2,8.5,1,71.9
11305,2022,2,22.7,1,35.4
11305,2023,1,15.3,0,43.6
11305,2024,2,16.5,0,54.4
11305,2025,0,6.3,0,41.9
11306,2022,1,24.8,0,44.0
11306,2023,2,9.1,0,64.3
11306,2024,1,5.2,1,68.5
11306,2025,3,16.1,1,54.0
11307,2022,1,21.8,1,86.8
11307,2023,3,11.4,0,61.0
11307,2024,0,12.8,1,74.2
11307,2025,1,8.8,1,40.8
11308,2022,0,10.9,0,54.0
11308,2023,0,19.8,1,65.5
11308,2024,1,17.1,1,54.7
11308,2025,2,10.2,0,49.3
11309,2022,2,14.1,0,42.1
11309,2023,1,7.1,1,61.0
11309,2024,3,14.7,1,40.3
11309,2025,0,19.0,1,53.1
11310,2022,3,19.4,0,73.2
11310,2023,0,13.6,0,45.9
11310,2024,1,2.8,0,43.0
11310,2025,1,19.1,1,44.0
11311,2022,2,11.2,0,89.3
11311,2023,0,9.5,0,38.2
11311,2024,0,11.4,0,62.0
11311,2025,3,9.1,0,69.7
11312,2022,1,24.2,1,87.9
11312,2023,0,6.8,1,86.5
11312,2024,1,15.8,1,50.3
11312,2025,0,2.6,0,44.1
11313,2022,3,10.5,0,56.3
11313,2023,2,17.9,0,39.1
11313,2024,0,18.1,1,88.3
11313,2025,1,9.9,1,81.2
11314,2022,3,20.8,1,86.6
11314,2023,1,22.2,0,67.2
11314,2024,0,20.7,1,57.9
11314,2025,2,7.3,1,69.0
11315,2022,3,11.2,1,39.6
11315,2023,2,18.0,1,60.8
11315,2024,2,15.1,1,95.9
11315,2025,1,8.3,1,80.4
11316,2022,1,9.6,1,33.7
11316,2023,3,15.9,0,76.5
11316,2024,2,10.6,1,42.0
11316,2025,0,3.1,0,62.4
11317,2022,0,17.8,0,77.2
11317,2023,0,17.5,0,40.7
11317,2024,0,9.3,0,53.6
11317,2025,1,17.1,0,50.7
11318,2022,2,6.5,1,82.2
11318,2023,2,13.4,1,41.9
11318,2024,3,21.1,0,68.1
11318,2025,0,4.3,0,55.5
11319,2022,2,8.4,1,60.4
11319,2023,1,11.1,0,43.0
11319,2024,3,7.4,0,81.5
11319,2025,0,4.9,0,77.6
11320,2022,3,24.0,0,32.6
11320,2023,2,10.4,1,89.9
11320,2024,1,3.2,0,89.6
11320,2025,2,18.5,0,56.9
11321,2022,3,14.0,1,47.5
11321,2023,1,18.2,1,63.0
11321,2024,2,9.3,1,73.1
11321,2025,2,19.2,1,56.5
11322,2022,1,10.8,1,77.7
11322,2023,2,16.8,1,37.7
11322,2024,0,18.5,0,59.9
11322,2025,2,5.3,1,72.3
11323,2022,3,21.0,0,78.0
11323,2023,2,19.3,1,85.3
11323,2024,1,21.3,1,50.7
11323,2025,0,19.0,0,53.5
11324,2022,2,12.8,0,52.1
11324,2023,2,15.3,1,58.7
11324,2024,3,20.5,0,86.9
11324,2025,3,0.6,1,39.5
11325,2022,2,17.5,1,71.1
11325,2023,3,7.8,0,46.2
11325,2024,2,16.8,1,88.9
11325,2025,1,16.4,0,58.0
11326,2022,2,19.3,0,62.3
11326,2023,1,23.4,1,52.7
11326,2024,0,11.6,1,61.5
11326,2025,1,11.7,0,70.3
11327,2022,0,13.2,1,74.9
11327,2023,0,23.0,1,40.2
11327,2024,0,20.5,0,57.1
11327,2025,3,20.2,1,77.4
11328,2022,2,24.7,1,65.3
11328,2023,1,21.4,0,79.8
11328,2024,0,20.6,1,89.3
11328,2025,1,2.9,1,44.6
11329,2022,0,8.5,0,72.8
11329,2023,3,21.2,1,50.0
11329,2024,0,16.5,1,64.9
11329,2025,0,18.0,0,76.7
11330,2022,2,20.4,1,39.0
11330,2023,1,6.3,0,53.8
11330,2024,2,20.3,0,94.6
11330,2025,3,15.9,1,47.2
11331,2022,1,16.4,0,35.0
11331,2023,3,14.1,1,83.2
11331,2024,0,13.5,1,61.8
11331,2025,3,8.3,0,79.5
11332,2022,1,21.1,1,48.3
11332,2023,1,21.7,1,44.9
11332,2024,1,7.1,1,48.7
11332,2025,2,1.3,0,50.7
11333,2022,0,9.1,0,44.8
11333,2023,1,18.6,1,46.3
11333,2024,3,19.4,0,84.8
11333,2025,3,7.5,1,71.0
11334,2022,3,8.0,1,47.8
11334,2023,1,20.7,1,53.7
11334,2024,1,6.3,0,93.5
11334,2025,3,5.3,1,50.0
11335,2022,3,6.9,1,83.2
11335,2023,0,21.7,1,77.2
11335,2024,1,8.5,1,72.8
11335,2025,3,3.9,0,76.4
11336,2022,1,24.1,0,55.4
11336,2023,0,10.2,1,59.3
11336,2024,2,16.9,1,83.8
11336,2025,1,5.1,0,87.7
11337,2022,1,19.5,1,64.3
11337,2023,0,8.1,1,79.1
11337,2024,1,14.8,1,84.6
11337,2025,3,9.3,1,58.9
11338,2022,0,21.0,1,67.4
11338,2023,2,18.1,1,59.1
11338,2024,0,20.7,1,41.9
11338,2025,3,8.0,0,77.9
11339,2022,1,20.1,0,65.2
11339,2023,0,22.9,1,39.2
11339,2024,3,8.7,1,40.2
11339,2025,3,6.3,1,54.0
11340,2022,3,20.4,0,80.0
11340,2023,0,12.4,0,36.8
11340,2024,0,10.0,0,63.6
11340,2025,0,11.4,1,49.7
11341,2022,2,23.7,1,45.2
11341,2023,3,5.2,0,79.2
11341,2024,0,11.3,1,87.0
11341,2025,0,2.7,1,73.8
11342,2022,1,22.7,0,81.8
11342,2023,1,6.2,0,84.4
11342,2024,0,3.8,0,49.3
11342,2025,0,19.8,0,77.7
11343,2022,2,16.3,0,76.7
11343,2023,1,20.0,1,66.7
11343,2024,2,11.4,1,84.3
11343,2025,0,9.2,0,76.7
11344,2022,2,23.2,1,47.1
11344,2023,3,23.3,0,74.1
11344,2024,2,14.4,1,71.3
11344,2025,1,18.9,1,76.5
11345,2022,1,22.3,1,35.7
11345,2023,1,14.4,1,40.5
11345,2024,1,20.8,1,84.9
11345,2025,0,4.7,0,64.9
11346,2022,1,22.7,0,42.9
11346,2023,0,9.7,1,38.6
11346,2024,3,2.6,0,51.8
11346,2025,1,16.2,0,56.7
11347,2022,3,23.6,0,89.0
11347,2023,3,7.8,0,83.1
11347,2024,0,12.7,0,40.7
11347,2025,2,15.5,0,83.9
11348,2022,1,11.6,0,63.8
11348,2023,1,6.4,0,46.7
11348,2024,2,9.8,0,80.8
11348,2025,1,9.6,1,40.8
11349,2022,0,19.8,1,73.9
11349,2023,2,7.5,0,86.7
11349,2024,1,18.3,0,89.0
11349,2025,1,10.5,1,85.3
11350,2022,0,23.1,0,86.1
11350,2023,1,14.8,1,75.4
11350,2024,0,10.9,1,77.2
11350,2025,3,6.2,0,40.6
11351,2022,1,7.1,0,40.5
11351,2023,2,10.9,1,79.9
11351,2024,0,10.3,0,95.9
11351,2025,0,11.9,1,82.2
11352,2022,1,22.2,0,64.8
11352,2023,0,12.8,0,44.0
11352,2024,3,8.3,0,92.9
11352,2025,0,18.0,0,78.0
11353,2022,3,19.7,1,59.3
11353,2023,2,9.6,1,84.7
11353,2024,0,5.3,1,93.2
11353,2025,2,6.3,0,61.3
11354,2022,3,7.5,0,60.9
11354,2023,0,21.6,0,39.9
11354,2024,3,14.2,1,93.6
11354,2025,3,17.8,1,46.2
11355,2022,2,21.4,1,85.7
11355,2023,2,6.6,0,44.5
11355,2024,2,10.9,0,90.5
11355,2025,3,19.9,0,66.1
11356,2022,3,9.7,1,65.5
11356,2023,2,4.5,0,35.1
11356,2024,3,8.9,0,59.7
11356,2025,2,10.7,1,68.6
11357,2022,1,6.1,1,30.6
11357,2023,0,12.0,0,72.7
11357,2024,1,7.1,1,86.3
11357,2025,3,4.7,0,40.5
11358,2022,0,10.3,0,59.6
11358,2023,3,5.6,0,35.0
11358,2024,3,3.5,1,88.4
11358,2025,0,12.4,1,48.6
11359,2022,3,24.0,1,33.5
11359,2023,3,19.6,0,84.5
11359,2024,3,18.7,1,62.7
11359,2025,2,15.2,0,44.7
11360,2022,3,24.1,1,68.9
11360,2023,0,22.5,0,75.3
11360,2024,1,17.6,0,70.1
11360,2025,0,14.8,1,58.9
11361,2022,0,11.1,0,55.5
11361,2023,1,5.3,1,90.3
11361,2024,3,3.9,0,68.1
11361,2025,1,15.2,0,62.8
11362,2022,1,5.6,0,72.5
11362,2023,2,19.8,0,37.6
11362,2024,2,9.3,0,53.4
11362,2025,0,4.3,1,52.6
11363,2022,0,13.2,0,70.8
11363,2023,2,17.6,0,69.2
11363,2024,1,7.5,1,81.6
11363,2025,1,4.0,1,64.6
11364,2022,1,19.8,0,40.4
11364,2023,3,21.1,1,44.0
11364,2024,2,13.7,1,89.5
11364,2025,3,11.0,0,43.5
11365,2022,1,20.1,0,65.6
11365,2023,3,18.2,1,46.9
11365,2024,0,2.1,0,48.9
11365,2025,2,6.1,0,44.9
11366,2022,1,23.6,0,88.8
11366,2023,0,22.7,0,36.7
11366,2024,3,12.2,1,44.9
11366,2025,0,11.7,0,60.9
11367,2022,1,5.0,1,57.3
11367,2023,2,16.9,1,90.0
11367,2024,2,6.2,1,50.5
11367,2025,1,3.1,0,82.3
11368,2022,2,11.1,1,69.4
11368,2023,0,16.8,1,64.0
11368,2024,1,10.7,0,52.0
11368,2025,3,7.5,0,48.4
11369,2022,2,19.5,0,40.6
11369,2023,3,19.8,1,53.8
11369,2024,2,19.4,1,44.2
11369,2025,2,9.4,0,98.9
11370,2022,1,19.4,0,56.7
11370,2023,1,21.2,0,65.3
11370,2024,0,20.2,0,73.0
11370,2025,3,10.3,1,50.7
11371,2022,3,12.1,0,58.9
11371,2023,1,21.5,1,36.8
11371,2024,1,7.2,1,94.2
11371,2025,3,16.4,0,67.4
11372,2022,3,23.2,0,31.8
11372,2023,2,18.3,1,68.9
11372,2024,2,15.6,0,42.0
11372,2025,1,1.5,1,86.4
11373,2022,3,9.1,1,87.2
11373,2023,2,16.8,0,88.0
11373,2024,2,17.7,0,61.7
11373,2025,3,1.8,1,81.8
11374,2022,3,5.4,0,39.3
11374,2023,1,9.7,0,37.5
11374,2024,3,14.9,1,85.3
11374,2025,1,10.7,1,80.7
11375,2022,2,5.2,1,84.4
11375,2023,0,6.5,1,87.9
11375,2024,0,17.0,0,56.8
11375,2025,3,6.5,0,58.1
11376,2022,1,7.3,0,56.5
11376,2023,0,4.5,0,72.9
11376,2024,2,19.0,1,36.3
11376,2025,2,9.9,1,71.1
11377,2022,1,15.1,0,31.2
11377,2023,0,4.7,0,60.0
11377,2024,2,11.8,0,40.9
11377,2025,2,13.4,0,72.7
11378,2022,3,7.5,1,48.9
11378,2023,0,21.6,1,61.7
11378,2024,3,17.7,1,93.5
11378,2025,2,16.5,1,59.5
11379,2022,2,15.7,1,73.2
11379,2023,0,10.2,0,74.0
11379,2024,0,14.8,0,88.1
11379,2025,1,5.0,1,59.1
11380,2022,0,7.7,0,33.4
11380,2023,1,14.3,0,91.2
11380,2024,3,11.6,0,57.7
11380,2025,0,3.5,0,50.6
11381,2022,3,15.6,0,84.8
11381,2023,3,14.4,1,44.4
11381,2024,1,19.4,0,67.7
11381,2025,2,15.7,0,84.3
11382,2022,1,9.4,0,73.9
11382,2023,1,19.9,0,34.8
11382,2024,3,21.4,1,48.1
11382,2025,2,14.8,0,92.3
11383,2022,0,20.7,0,63.2
11383,2023,0,8.8,0,74.2
11383,2024,3,21.8,1,60.1
11383,2025,1,4.0,1,83.7
11384,2022,0,20.0,1,47.3
11384,2023,1,11.4,0,46.9
11384,2024,2,9.1,1,95.8
11384,2025,0,6.2,0,48.5
11385,2022,0,13.8,1,88.9
11385,2023,0,19.3,1,88.6
11385,2024,3,20.8,1,78.9
11385,2025,2,8.8,1,73.9
11386,2022,1,18.0,0,30.3
11386,2023,1,19.3,0,71.1
11386,2024,2,4.0,1,82.3
11386,2025,1,19.7,1,83.0
11387,2022,3,9.2,1,40.3
11387,2023,1,21.8,1,65.7
11387,2024,3,21.7,1,69.0
11387,2025,3,2.5,1,78.2
11388,2022,2,22.9,0,79.9
11388,2023,3,16.3,0,74.9
11388,2024,0,18.4,0,44.5
11388,2025,3,2.7,0,40.1
11389,2022,1,21.7,1,38.2
11389,2023,2,16.0,1,35.4
11389,2024,1,12.2,1,62.2
11389,2025,0,11.7,0,56.0
11390,2022,3,19.9,1,30.4
11390,2023,0,9.5,0,37.8
11390,2024,3,20.9,1,59.9
11390,2025,0,6.7,0,95.4
11391,2022,0,22.5,1,89.7
11391,2023,0,3.7,1,36.0
11391,2024,0,20.3,0,85.8
11391,2025,0,17.5,1,67.8
11392,2022,0,7.5,0,67.3
11392,2023,3,18.2,1,63.4
11392,2024,1,9.5,1,91.5
11392,2025,2,10.1,0,67.7
11393,2022,2,6.4,0,40.1
11393,2023,1,7.8,1,79.8
11393,2024,3,21.1,0,66.8
11393,2025,3,8.9,1,46.0
11394,2022,2,5.5,1,57.7
11394,2023,2,13.8,0,74.2
11394,2024,0,21.9,1,53.8
11394,2025,1,7.2,0,93.7
11395,2022,0,7.8,1,81.0
11395,2023,0,16.4,1,67.1
11395,2024,0,20.4,0,39.3
11395,2025,1,17.7,1,74.0
11396,2022,1,18.1,0,54.9
11396,2023,1,7.2,0,76.4
11396,2024,0,17.7,0,52.0
11396,2025,3,17.0,1,75.3
11397,2022,1,22.0,0,63.3
11397,2023,0,11.6,1,64.6
11397,2024,3,10.2,1,43.0
11397,2025,2,3.6,0,68.4
11398,2022,0,20.5,0,63.0
11398,2023,2,18.2,1,88.7
11398,2024,2,4.0,1,63.7
11398,2025,1,0.9,1,77.4
11399,2022,0,24.0,0,64.2
11399,2023,1,3.8,0,44.7
11399,2024,3,14.6,1,47.1
11399,2025,1,9.6,1,83.4
11400,2022,2,20.5,1,61.4
11400,2023,2,5.3,0,86.8
11400,2024,0,15.6,1,90.5
11400,2025,3,12.8,0,56.8
11401,2022,2,22.1,0,36.1
11401,2023,0,13.9,0,53.6
11401,2024,0,16.6,0,40.0
11401,2025,1,9.3,0,85.9
11402,2022,2,24.7,1,38.8
11402,2023,1,14.7,0,85.0
11402,2024,2,17.1,1,60.9
11402,2025,2,2.4,0,55.7
11403,2022,3,14.3,0,60.1
11403,2023,1,4.8,1,69.3
11403,2024,0,4.4,0,78.1
11403,2025,1,10.6,1,59.3
11404,2022,3,12.0,0,89.0
11404,2023,2,12.7,0,58.3
11404,2024,1,11.9,1,86.1
11404,2025,1,3.7,1,41.1
11405,2022,3,12.3,1,76.7
11405,2023,2,20.7,1,66.1
11405,2024,2,19.1,0,74.4
11405,2025,0,10.3,0,61.4
11406,2022,2,20.0,0,62.7
11406,2023,2,18.6,1,88.9
11406,2024,2,2.9,0,59.2
11406,2025,2,12.7,1,45.3
11407,2022,2,21.1,1,73.2
11407,2023,0,15.4,1,63.3
11407,2024,2,12.8,1,61.5
11407,2025,1,11.1,0,85.7
11408,2022,1,15.2,1,63.7
11408,2023,2,19.1,0,70.9
11408,2024,1,14.8,0,91.6
11408,2025,0,4.8,0,42.5
11409,2022,1,13.7,0,45.7
11409,2023,0,14.1,1,86.9
11409,2024,0,10.4,0,83.6
11409,2025,3,5.3,1,50.3
11410,2022,1,7.5,0,40.1
11410,2023,1,5.8,0,82.5
11410,2024,2,7.9,0,69.2
11410,2025,2,8.6,0,90.6
11411,2022,3,18.7,0,85.1
11411,2023,2,23.2,0,37.2
11411,2024,1,19.9,0,94.2
11411,2025,0,16.8,0,82.0
11412,2022,3,21.3,1,80.1
11412,2023,0,15.4,0,70.8
11412,2024,2,7.1,1,54.3
11412,2025,0,9.9,1,75.0
11413,2022,3,7.9,1,61.0
11413,2023,1,14.8,0,88.9
11413,2024,1,2.5,0,69.3
11413,2025,3,4.3,0,40.7
11414,2022,0,19.2,0,71.2
11414,2023,3,9.0,0,36.0
11414,2024,1,10.4,1,92.6
11414,2025,0,17.1,1,68.2
11415,2022,2,5.9,1,88.1
11415,2023,1,4.0,0,34.6
11415,2024,3,6.6,1,68.0
11415,2025,1,14.2,1,52.6
11416,2022,2,9.7,1,68.4
11416,2023,0,20.8,1,62.9
11416,2024,3,9.0,0,70.0
11416,2025,1,6.2,1,60.6
11417,2022,1,9.7,0,33.1
11417,2023,3,15.0,0,39.4
11417,2024,0,19.1,0,87.5
11417,2025,2,8.6,0,81.2
11418,2022,3,10.1,1,76.2
11418,2023,1,11.9,1,40.4
11418,2024,2,20.1,1,39.0
11418,2025,0,7.2,1,40.0
11419,2022,3,18.1,0,61.3
11419,2023,0,10.1,1,63.1
11419,2024,2,15.5,0,42.6
11419,2025,0,18.1,0,59.8
11420,2022,2,17.0,1,61.8
11420,2023,1,22.4,0,73.5
11420,2024,2,14.0,1,84.6
11420,2025,3,20.0,0,77.5
11421,2022,2,19.5,1,31.8
11421,2023,2,16.6,1,68.2
11421,2024,1,18.6,0,41.3
11421,2025,0,0.7,1,72.9
11422,2022,1,10.1,1,52.6
11422,2023,3,7.8,0,50.2
11422,2024,2,4.2,1,64.9
11422,2025,1,19.3,1,61.9
11423,2022,3,7.6,1,79.8
11423,2023,0,8.8,1,46.6
11423,2024,1,8.7,0,44.2
11423,2025,2,13.0,1,89.2
11424,2022,1,20.3,0,44.6
11424,2023,1,15.6,1,34.9
11424,2024,2,17.0,1,59.2
11424,2025,3,8.5,0,88.1
11425,2022,2,24.9,0,55.9
11425,2023,0,6.9,1,61.2
11425,2024,1,10.0,0,38.8
11425,2025,3,17.1,1,81.7
11426,2022,0,9.9,0,50.6
11426,2023,2,18.5,1,76.7
11426,2024,3,9.3,1,60.7
11426,2025,3,4.1,1,70.6
11427,2022,2,13.1,0,65.4
11427,2023,3,19.2,0,44.8
11427,2024,0,4.2,0,53.6
11427,2025,3,10.8,1,74.1
11428,2022,0,19.8,1,79.4
11428,2023,3,18.5,1,90.7
11428,2024,1,9.8,0,67.5
11428,2025,3,9.8,0,43.4
11429,2022,0,22.1,1,87.4
11429,2023,1,7.7,1,58.2
11429,2024,2,21.9,1,42.1
11429,2025,2,8.9,1,97.3
11430,2022,3,10.5,1,46.8
11430,2023,1,3.6,0,72.4
11430,2024,3,4.5,0,44.6
11430,2025,3,15.6,1,82.2
11431,2022,1,18.0,0,88.6
11431,2023,2,8.4,1,92.1
11431,2024,1,20.5,0,43.6
11431,2025,0,17.2,1,85.1
11432,2022,1,10.4,1,69.9
11432,2023,2,10.1,0,81.1
11432,2024,1,5.7,1,56.0
11432,2025,0,13.4,0,63.1
11433,2022,1,19.0,1,50.5
11433,2023,3,11.4,1,79.0
11433,2024,1,16.7,1,84.5
11433,2025,1,20.3,1,54.0
11434,2022,2,17.2,1,64.4
11434,2023,3,16.5,1,40.6
11434,2024,3,9.5,1,36.8
11434,2025,3,0.7,0,75.6
11435,2022,1,24.1,0,80.4
11435,2023,0,18.9,1,87.4
11435,2024,2,15.9,1,73.2
11435,2025,1,1.1,0,87.5
11436,2022,2,20.2,1,54.3
11436,2023,1,16.9,0,85.5
11436,2024,3,13.4,0,82.5
11436,2025,2,13.0,1,57.5
11437,2022,3,23.4,0,65.8
11437,2023,1,3.6,0,36.1
11437,2024,0,5.1,0,44.8
11437,2025,2,18.4,1,95.8
11438,2022,3,5.2,1,30.6
11438,2023,1,21.6,1,45.2
11438,2024,3,2.6,1,44.3
11438,2025,1,16.1,1,80.9
11439,2022,3,22.8,0,36.3
11439,2023,3,15.8,0,34.2
11439,2024,1,14.8,0,91.8
11439,2025,3,1.5,0,91.4
11440,2022,2,9.2,1,51.5
11440,2023,2,21.5,0,39.0
11440,2024,1,18.5,0,76.7
11440,2025,1,1.7,0,92.0
11441,2022,3,21.3,0,88.5
11441,2023,1,12.0,1,40.8
11441,2024,3,13.2,0,72.0
11441,2025,2,2.7,1,64.8
11442,2022,0,13.0,0,39.4
11442,2023,0,12.2,0,81.5
11442,2024,1,15.4,0,82.9
11442,2025,2,13.7,0,96.9
11443,2022,1,16.0,0,35.1
11443,2023,1,4.1,1,47.3
11443,2024,2,5.2,1,85.7
11443,2025,0,3.7,1,62.7
11444,2022,3,22.8,1,58.6
11444,2023,2,21.5,1,69.7
11444,2024,1,18.1,0,60.5
11444,2025,0,4.0,0,41.1
11445,2022,2,21.8,1,66.2
11445,2023,3,7.3,1,46.7
11445,2024,3,13.1,1,94.1
11445,2025,0,15.2,0,80.4
11446,2022,3,6.0,1,80.4
11446,2023,2,15.5,0,90.3
11446,2024,2,7.0,1,39.8
11446,2025,0,10.5,1,47.9
11447,2022,0,12.7,0,78.5
11447,2023,3,17.2,1,86.1
11447,2024,1,11.8,0,36.3
11447,2025,1,6.5,1,95.7
11448,2022,0,23.2,1,57.3
11448,2023,1,22.7,1,60.8
11448,2024,1,18.0,1,88.7
11448,2025,2,12.1,1,56.4
11449,2022,1,22.7,0,65.0
11449,2023,2,15.5,1,53.1
11449,2024,1,5.0,1,42.8
11449,2025,0,0.8,0,60.5
11450,2022,2,19.5,0,40.4
11450,2023,1,18.5,1,64.3
11450,2024,3,20.5,1,67.8
11450,2025,3,17.0,1,65.2
11451,2022,3,17.8,1,40.4
11451,2023,0,7.3,0,40.1
11451,2024,2,13.9,1,42.3
11451,2025,1,9.2,1,45.7
11452,2022,0,9.6,1,47.7
11452,2023,3,19.5,1,33.1
11452,2024,2,5.0,1,39.7
11452,2025,1,13.1,1,67.2
11453,2022,1,17.2,0,41.0
11453,2023,2,9.6,1,48.8
11453,2024,0,10.6,0,57.2
11453,2025,2,2.8,1,41.4
11454,2022,0,5.5,0,43.2
11454,2023,3,3.8,1,79.6
11454,2024,3,5.5,1,56.5
11454,2025,0,17.8,1,50.2
11455,2022,2,15.5,0,41.9
11455,2023,0,5.8,1,92.1
11455,2024,3,20.1,1,44.9
11455,2025,1,11.9,1,93.3
11456,2022,2,5.6,1,34.8
11456,2023,3,18.8,0,85.5
11456,2024,0,11.5,0,66.4
11456,2025,3,11.2,0,75.5
11457,2022,1,17.3,1,44.8
11457,2023,0,5.4,1,86.9
11457,2024,2,21.0,0,71.2
11457,2025,1,5.6,0,79.5
11458,2022,0,17.4,1,63.4
11458,2023,3,20.6,1,40.5
11458,2024,3,8.6,0,86.2
11458,2025,2,13.1,1,50.0
11459,2022,0,24.8,1,47.5
11459,2023,3,20.5,0,73.2
11459,2024,2,17.6,0,41.6
11459,2025,1,9.3,0,95.0
11460,2022,2,14.0,0,37.4
11460,2023,1,13.2,0,73.0
11460,2024,0,15.8,1,74.1
11460,2025,3,3.4,1,80.9
11461,2022,0,22.2,1,56.0
11461,2023,1,3.9,1,55.9
11461,2024,0,5.4,1,94.7
11461,2025,1,10.1,1,88.0
11462,2022,0,10.0,0,59.1
11462,2023,3,10.8,1,43.9
11462,2024,0,8.7,0,89.4
11462,2025,2,5.9,1,77.9
11463,2022,3,12.6,1,38.1
11463,2023,2,13.6,0,44.0
11463,2024,2,11.5,0,68.4
11463,2025,3,16.7,0,69.2
11464,2022,1,11.2,0,54.6
11464,2023,2,9.1,0,58.6
11464,2024,2,12.1,1,46.3
11464,2025,2,1.5,1,54.3
11465,2022,0,7.2,0,59.6
11465,2023,1,19.6,1,36.8
11465,2024,2,11.9,1,57.2
11465,2025,3,1.8,1,51.6
11466,2022,2,13.8,0,40.5
11466,2023,2,11.5,1,41.8
11466,2024,0,6.9,1,44.4
11466,2025,1,7.9,0,48.6
11467,2022,2,8.8,0,52.4
11467,2023,2,12.5,0,39.1
11467,2024,2,10.2,1,89.8
11467,2025,0,12.7,1,68.9
11468,2022,0,23.8,1,60.3
11468,2023,3,7.2,0,45.7
11468,2024,2,10.3,1,88.0
11468,2025,0,11.7,0,88.7
11469,2022,3,15.9,0,32.1
11469,2023,3,16.7,1,76.9
11469,2024,1,7.4,1,47.1
11469,2025,3,13.2,0,72.3
11470,2022,2,9.0,0,82.2
11470,2023,1,6.0,0,89.0
11470,2024,1,18.6,1,47.1
11470,2025,1,10.0,1,95.4
11471,2022,0,12.9,1,34.2
