Village_ID,Year,Irrigated_Area_Hectares,Crop_Yield_MT_per_Hec,Fertilizer_Usage_Tons,Tractor_Availability
11161,2023,373,4.33,30,4
11161,2024,543,4.59,81,2
11161,2025,786,3.29,35,3
11162,2022,132,2.35,95,3
11162,2023,515,3.19,59,12
11162,2024,743,2.08,58,3
11162,2025,524,4.76,83,4
11163,2022,106,4.45,99,7
11163,2023,594,3.61,95,9
11163,2024,453,4.04,22,10
11163,2025,795,2.92,48,13
11164,2022,298,4.1,64,4
11164,2023,534,4.35,16,13
11164,2024,235,2.03,52,7
11164,2025,387,2.34,51,10
11165,2022,757,2.28,67,6
11165,2023,666,3.76,21,10
11165,2024,507,2.35,22,9
11165,2025,435,2.61,21,8
11166,2022,101,2.65,85,2
11166,2023,284,3.48,47,3
11166,2024,773,4.73,12,6
11166,2025,660,4.3,81,5
11167,2022,701,3.17,71,2
11167,2023,537,1.8,40,2
11167,2024,121,3.35,86,5
11167,2025,311,2.56,81,5
11168,2022,576,2.4,46,1
11168,2023,565,2.4,33,10
11168,2024,333,2.84,77,11
11168,2025,271,2.14,73,3
11169,2022,702,3.23,25,9
11169,2023,774,1.79,27,10
11169,2024,617,3.78,77,13
11169,2025,343,4.14,49,3
11170,2022,520,2.96,67,6
11170,2023,478,3.99,54,6
11170,2024,572,4.7,62,2
11170,2025,440,2.97,36,7
11171,2022,770,3.36,45,9
11171,2023,222,2.62,77,9
11171,2024,533,3.13,22,8
11171,2025,287,2.01,60,14
11172,2022,113,1.72,57,5
11172,2023,169,4.04,69,8
11172,2024,750,2.22,87,9
11172,2025,510,4.05,79,1
11173,2022,690,3.63,60,1
11173,2023,417,4.64,23,11
11173,2024,536,3.89,52,13
11173,2025,691,2.34,12,5
11174,2022,245,3.38,34,7
11174,2023,326,3.22,43,13
11174,2024,481,4.55,79,9
11174,2025,279,4.02,65,9
11175,2022,635,3.06,74,14
11175,2023,198,3.52,69,3
11175,2024,490,3.13,57,1
11175,2025,369,3.48,81,3
11176,2022,193,3.67,90,8
11176,2023,562,1.89,86,7
11176,2024,758,3.65,28,5
11176,2025,384,2.21,44,11
11177,2022,121,4.07,42,10
11177,2023,101,4.48,51,12
11177,2024,202,4.14,63,9
11177,2025,135,4.1,48,13
11178,2022,373,4.33,73,4
11178,2023,150,2.31,47,6
11178,2024,242,2.49,47,12
11178,2025,582,3.39,82,5
11179,2022,116,1.52,61,6
11179,2023,688,4.55,56,4
11179,2024,377,1.9,74,3
11179,2025,734,3.74,51,5
11180,2022,537,2.56,64,5
11180,2023,535,1.96,68,14
11180,2024,483,1.87,75,11
11180,2025,785,2.74,83,2
11181,2022,231,1.82,63,10
11181,2023,362,4.47,60,4
11181,2024,493,2.53,32,13
11181,2025,307,2.23,82,3
11182,2022,325,3.81,20,14
11182,2023,564,2.89,45,7
11182,2024,457,4.33,65,5
11182,2025,243,4.47,51,6
11183,2022,453,4.48,22,14
11183,2023,350,4.06,92,11
11183,2024,475,2.44,61,7
11183,2025,344,3.71,39,2
11184,2022,117,3.08,91,10
11184,2023,584,3.17,21,4
11184,2024,101,2.69,85,14
11184,2025,475,2.58,30,6
11185,2022,665,3.65,21,3
11185,2023,265,1.96,71,6
11185,2024,428,1.95,48,10
11185,2025,754,3.09,53,1
11186,2022,547,3.73,13,8
11186,2023,191,4.26,40,10
11186,2024,619,3.42,33,5
11186,2025,351,4.47,51,14
11187,2022,711,1.58,58,14
11187,2023,138,3.02,91,14
11187,2024,535,2.2,99,11
11187,2025,747,3.7,29,14
11188,2022,461,4.26,17,1
11188,2023,661,1.67,42,14
11188,2024,182,3.8,77,10
11188,2025,126,4.33,47,10
11189,2022,688,3.73,95,11
11189,2023,120,1.71,45,1
11189,2024,317,2.32,57,11
11189,2025,144,2.23,17,10
11190,2022,506,1.76,82,12
11190,2023,793,3.84,91,3
11190,2024,578,3.07,69,6
11190,2025,755,4.12,33,2
11191,2022,663,2.58,26,8
11191,2023,717,2.0,74,11
11191,2024,436,3.96,48,10
11191,2025,247,3.83,88,7
11192,2022,714,1.84,64,11
11192,2023,510,4.42,86,2
11192,2024,613,2.73,96,1
11192,2025,671,3.91,70,7
11193,2022,484,1.6,40,13
11193,2023,581,2.98,37,13
11193,2024,702,4.69,41,7
11193,2025,200,4.61,16,3
11194,2022,213,2.16,87,14
11194,2023,361,4.29,23,10
11194,2024,521,2.68,82,13
11194,2025,153,4.51,63,8
11195,2022,287,3.69,79,8
11195,2023,638,2.71,60,5
11195,2024,691,4.53,88,7
11195,2025,289,3.41,39,3
11196,2022,702,2.45,39,6
11196,2023,646,2.49,25,3
11196,2024,157,4.62,32,11
11196,2025,602,4.23,40,12
11197,2022,288,2.55,21,9
11197,2023,647,2.41,94,7
11197,2024,703,2.43,12,1
11197,2025,667,2.68,76,8
11198,2022,678,1.83,47,9
11198,2023,412,3.1,95,10
11198,2024,268,1.92,94,2
11198,2025,230,1.98,25,1
11199,2022,777,3.35,91,11
11199,2023,663,1.92,13,4
11199,2024,251,4.34,29,9
11199,2025,204,2.27,54,6
11200,2022,466,3.13,22,11
11200,2023,191,3.68,11,13
11200,2024,531,2.49,40,12
11200,2025,678,4.61,37,10
11201,2022,780,2.94,82,8
11201,2023,404,2.6,68,7
11201,2024,127,4.5,20,5
11201,2025,387,4.53,44,5
11202,2022,454,3.63,58,14
11202,2023,643,2.52,53,6
11202,2024,777,2.97,67,6
11202,2025,503,4.02,60,5
11203,2022,235,2.06,26,8
11203,2023,167,3.14,99,3
11203,2024,253,4.01,13,9
11203,2025,562,3.92,42,5
11204,2022,425,3.66,71,9
11204,2023,195,4.33,90,5
11204,2024,296,4.7,81,3
11204,2025,207,3.33,99,9
11205,2022,145,1.68,52,2
11205,2023,285,4.15,93,12
11205,2024,553,2.15,51,13
11205,2025,422,2.61,60,5
11206,2022,384,3.46,47,3
11206,2023,182,3.89,52,7
11206,2024,749,3.88,57,4
11206,2025,426,3.27,51,14
11207,2022,548,4.25,66,8
11207,2023,420,4.15,63,1
11207,2024,244,3.79,26,5
11207,2025,377,3.27,60,8
11208,2022,711,2.89,18,2
11208,2023,113,2.18,93,6
11208,2024,361,4.14,17,7
11208,2025,513,4.55,72,6
11209,2022,593,3.98,65,10
11209,2023,146,3.29,79,3
11209,2024,755,4.31,18,6
11209,2025,295,4.32,84,7
11210,2022,389,4.0,14,13
11210,2023,531,4.6,81,3
11210,2024,619,4.23,73,12
11210,2025,423,2.76,61,10
11211,2022,528,3.96,44,2
11211,2023,392,2.78,69,3
11211,2024,476,3.35,98,12
11211,2025,634,4.34,48,14
11212,2022,183,2.45,15,1
11212,2023,472,1.73,97,7
11212,2024,123,3.95,30,4
11212,2025,424,4.66,45,3
11213,2022,415,4.28,27,14
11213,2023,649,4.05,10,6
11213,2024,320,4.61,26,14
11213,2025,313,4.41,78,3
11214,2022,571,1.59,15,12
11214,2023,590,2.7,67,11
11214,2024,184,2.81,54,10
11214,2025,484,2.61,81,3
11215,2022,103,3.89,98,9
11215,2023,213,3.21,92,2
11215,2024,314,4.31,57,5
11215,2025,435,3.75,59,10
11216,2022,752,3.27,65,10
11216,2023,266,2.8,18,2
11216,2024,386,4.17,71,6
11216,2025,594,4.0,40,4
11217,2022,483,2.52,74,7
11217,2023,616,4.63,70,13
11217,2024,226,3.19,19,1
11217,2025,532,2.9,62,8
11218,2022,185,3.56,73,2
11218,2023,697,2.32,73,4
11218,2024,635,4.29,59,11
11218,2025,144,3.99,95,13
11219,2022,722,4.11,74,7
11219,2023,389,2.64,86,14
11219,2024,796,4.36,23,8
11219,2025,334,3.45,32,9
11220,2022,256,1.68,37,5
11220,2023,505,2.23,67,9
11220,2024,772,2.45,49,9
11220,2025,604,4.25,73,3
11221,2022,221,2.11,11,7
11221,2023,323,3.34,52,8
11221,2024,122,3.76,97,1
11221,2025,296,4.27,21,11
11222,2022,578,3.85,44,10
11222,2023,384,3.8,83,5
11222,2024,617,2.44,78,1
11222,2025,407,3.58,72,3
11223,2022,444,2.37,50,2
11223,2023,700,3.98,73,13
11223,2024,497,4.04,27,2
11223,2025,563,2.64,79,4
11224,2022,214,3.42,20,5
11224,2023,735,1.83,74,11
11224,2024,549,4.11,32,1
11224,2025,503,4.29,13,11
11225,2022,780,2.54,16,6
11225,2023,647,4.07,50,11
11225,2024,328,4.37,58,11
11225,2025,745,2.52,26,5
11226,2022,343,2.55,84,13
11226,2023,164,2.43,64,4
11226,2024,336,2.92,36,6
11226,2025,102,3.29,21,2
11227,2022,599,3.03,56,8
11227,2023,136,1.76,43,6
11227,2024,720,1.97,17,3
11227,2025,349,3.92,32,4
11228,2022,102,2.83,35,12
11228,2023,334,1.92,43,13
11228,2024,516,2.96,41,2
11228,2025,350,3.38,15,4
11229,2022,242,3.41,74,9
11229,2023,155,2.0,68,4
11229,2024,160,4.78,59,13
11229,2025,167,3.37,77,8
11230,2022,178,3.54,98,3
11230,2023,426,4.37,17,13
11230,2024,466,1.9,49,5
11230,2025,634,3.75,55,2
11231,2022,625,3.12,93,14
11231,2023,489,1.82,87,9
11231,2024,388,3.88,42,9
11231,2025,620,2.61,67,14
11232,2022,751,3.61,12,10
11232,2023,352,2.74,88,7
11232,2024,194,4.11,36,2
11232,2025,790,4.78,92,4
11233,2022,102,4.08,74,6
11233,2023,795,3.1,66,9
11233,2024,145,2.48,44,13
11233,2025,752,4.93,61,6
11234,2022,624,3.48,60,4
11234,2023,797,2.84,26,1
11234,2024,581,3.24,86,7
11234,2025,696,2.33,61,7
11235,2022,517,3.02,57,6
11235,2023,142,2.17,67,3
11235,2024,767,2.9,85,5
11235,2025,795,3.43,35,7
11236,2022,658,4.34,36,6
11236,2023,305,3.52,33,7
11236,2024,374,2.92,90,5
11236,2025,694,2.29,20,12
11237,2022,196,3.74,95,1
11237,2023,278,3.05,17,10
11237,2024,247,2.0,57,11
11237,2025,483,3.92,41,5
11238,2022,171,2.55,38,2
11238,2023,316,2.86,14,10
11238,2024,532,4.32,58,10
11238,2025,735,2.36,22,2
11239,2022,600,2.52,98,4
11239,2023,767,2.74,51,14
11239,2024,132,1.81,19,6
11239,2025,315,4.49,35,5
11240,2022,200,4.01,35,7
11240,2023,569,3.64,94,10
11240,2024,279,4.5,32,8
11240,2025,738,2.77,53,10
11241,2022,432,2.16,85,1
11241,2023,587,1.86,48,13
11241,2024,559,3.58,52,8
11241,2025,476,3.44,61,14
11242,2022,780,3.93,67,3
11242,2023,234,3.09,98,10
11242,2024,704,2.41,85,12
11242,2025,509,4.38,41,14
11243,2022,254,2.87,27,10
11243,2023,379,4.52,51,2
11243,2024,578,3.4,93,14
11243,2025,298,2.3,11,2
11244,2022,516,4.05,69,5
11244,2023,197,4.29,42,13
11244,2024,349,3.14,55,2
11244,2025,204,2.03,90,4
11245,2022,740,1.59,68,3
11245,2023,426,2.7,66,8
11245,2024,581,3.95,71,9
11245,2025,476,2.94,72,11
11246,2022,751,1.52,82,14
11246,2023,114,4.2,40,12
11246,2024,795,4.71,48,14
11246,2025,580,2.99,94,14
11247,2022,115,1.72,31,14
11247,2023,674,2.52,26,6
11247,2024,584,4.2,12,4
11247,2025,378,3.58,41,11
11248,2022,432,2.65,42,11
11248,2023,356,2.65,73,14
11248,2024,284,2.15,19,2
11248,2025,687,2.97,14,11
11249,2022,126,2.91,77,8
11249,2023,124,3.67,47,14
11249,2024,161,2.59,50,3
11249,2025,757,4.64,93,2
11250,2022,332,2.95,82,4
11250,2023,563,2.87,70,13
11250,2024,448,3.58,24,2
11250,2025,385,2.45,61,3
11251,2022,513,1.82,17,9
11251,2023,695,2.69,65,7
11251,2024,786,1.92,39,11
11251,2025,505,3.08,83,1
11252,2022,480,3.51,87,10
11252,2023,269,4.09,43,5
11252,2024,389,3.54,68,5
11252,2025,615,4.02,65,9
11253,2022,386,4.0,95,12
11253,2023,406,3.97,22,1
11253,2024,661,2.76,60,1
11253,2025,107,3.67,68,14
11254,2022,456,2.29,71,10
11254,2023,680,3.38,38,7
11254,2024,238,3.08,71,7
11254,2025,610,3.07,16,11
11255,2022,347,2.05,53,8
11255,2023,640,3.34,15,4
11255,2024,282,3.99,71,14
11255,2025,522,3.66,77,7
11256,2022,496,1.71,87,6
11256,2023,404,4.42,79,1
11256,2024,118,1.82,26,2
11256,2025,482,4.61,58,8
11257,2022,325,3.8,33,6
11257,2023,329,1.94,86,7
11257,2024,707,2.51,21,8
11257,2025,594,3.0,66,12
11258,2022,583,4.23,38,5
11258,2023,726,4.59,97,5
11258,2024,458,2.06,71,2
11258,2025,791,3.14,87,4
11259,2022,472,1.95,36,11
11259,2023,177,2.49,14,2
11259,2024,426,4.74,49,7
11259,2025,375,4.9,56,14
11260,2022,451,2.92,18,14
11260,2023,281,2.2,25,11
11260,2024,604,3.44,22,9
11260,2025,706,2.91,63,11
11261,2022,697,4.29,24,2
11261,2023,488,4.1,34,4
11261,2024,706,2.73,25,11
11261,2025,434,2.0,53,8
11262,2022,545,4.49,56,9
11262,2023,608,3.7,42,4
11262,2024,756,3.08,93,8
11262,2025,347,2.82,35,7
11263,2022,792,1.51,49,13
11263,2023,392,2.11,80,5
11263,2024,630,1.82,54,4
11263,2025,237,3.74,90,6
11264,2022,655,3.49,52,6
11264,2023,444,3.95,81,2
11264,2024,136,2.36,32,3
11264,2025,413,2.24,56,11
11265,2022,319,3.45,53,6
11265,2023,739,3.15,91,4
11265,2024,242,4.43,51,3
11265,2025,503,3.55,21,13
11266,2022,794,2.83,45,4
11266,2023,503,3.11,88,6
11266,2024,654,4.15,91,3
11266,2025,578,2.0,98,1
11267,2022,659,4.25,22,14
11267,2023,319,3.79,97,6
11267,2024,466,4.46,90,2
11267,2025,295,4.83,74,9
11268,2022,783,2.18,36,6
11268,2023,786,3.39,29,1
11268,2024,131,3.26,27,11
11268,2025,153,3.56,73,4
11269,2022,522,1.64,18,5
11269,2023,797,4.39,83,12
11269,2024,333,4.66,34,8
11269,2025,209,4.01,10,3
11270,2022,199,2.27,68,11
11270,2023,310,4.01,45,13
11270,2024,502,3.99,27,9
11270,2025,249,3.67,56,9
11271,2022,774,2.01,88,12
11271,2023,493,2.25,42,10
11271,2024,754,3.57,31,11
11271,2025,357,2.34,97,5
11272,2022,344,3.67,74,4
11272,2023,249,2.29,20,7
11272,2024,723,4.53,35,13
11272,2025,198,4.65,99,9
11273,2022,202,2.38,79,6
11273,2023,111,1.9,72,7
11273,2024,325,3.63,87,1
11273,2025,541,3.3,97,4
11274,2022,247,1.93,47,2
11274,2023,278,3.24,58,1
11274,2024,106,4.78,26,13
11274,2025,251,2.16,66,11
11275,2022,681,2.29,23,7
11275,2023,452,3.27,92,11
11275,2024,664,4.18,17,10
11275,2025,773,2.01,65,4
11276,2022,516,3.7,32,2
11276,2023,704,2.07,53,5
11276,2024,762,4.29,75,7
11276,2025,669,4.03,12,2
11277,2022,295,2.87,62,7
11277,2023,424,4.11,22,3
11277,2024,581,4.0,78,14
11277,2025,307,4.23,91,8
11278,2022,402,2.37,10,7
11278,2023,398,3.51,30,1
11278,2024,525,2.22,92,9
11278,2025,161,4.41,65,6
11279,2022,294,3.08,11,12
11279,2023,666,4.12,93,13
11279,2024,462,2.43,40,4
11279,2025,660,2.34,22,6
11280,2022,717,3.57,23,2
11280,2023,177,1.83,85,2
11280,2024,383,2.53,66,8
11280,2025,156,4.68,22,10
11281,2022,780,1.9,97,5
11281,2023,475,2.78,23,7
11281,2024,475,4.64,36,1
11281,2025,472,2.01,79,6
11282,2022,774,2.84,69,11
11282,2023,343,4.01,79,11
11282,2024,138,4.53,24,10
11282,2025,408,4.16,65,7
11283,2022,732,4.17,97,10
11283,2023,185,1.75,71,7
11283,2024,198,2.1,22,10
11283,2025,473,4.16,16,13
11284,2022,594,3.76,30,3
11284,2023,307,3.47,23,12
11284,2024,724,3.99,12,9
11284,2025,182,4.52,72,12
11285,2022,676,3.14,52,9
11285,2023,100,4.49,21,5
11285,2024,536,3.88,64,9
11285,2025,785,3.37,94,13
11286,2022,349,2.76,68,11
11286,2023,509,3.9,29,7
11286,2024,485,3.69,78,7
11286,2025,183,4.4,54,9
11287,2022,589,3.84,64,2
11287,2023,338,3.22,68,10
11287,2024,639,4.64,84,5
11287,2025,479,4.06,69,8
11288,2022,490,2.1,70,8
11288,2023,427,3.51,51,3
11288,2024,579,2.41,53,5
11288,2025,403,3.63,15,12
11289,2022,381,3.87,78,4
11289,2023,794,4.09,31,4
11289,2024,444,3.75,74,2
11289,2025,234,4.3,93,6
11290,2022,567,2.92,97,12
11290,2023,460,3.3,29,1
11290,2024,668,4.44,56,8
11290,2025,214,3.43,57,12
11291,2022,285,2.55,33,10
11291,2023,577,4.04,81,9
11291,2024,100,1.95,95,11
11291,2025,640,4.83,48,5
11292,2022,761,2.52,64,13
11292,2023,523,3.54,64,6
11292,2024,369,3.86,79,1
11292,2025,518,2.36,72,6
11293,2022,426,3.97,86,1
11293,2023,294,3.37,28,14
11293,2024,354,2.78,67,5
11293,2025,178,4.5,35,13
11294,2022,197,3.38,90,9
11294,2023,249,4.01,97,5
11294,2024,546,4.78,56,14
11294,2025,222,2.34,23,3
11295,2022,709,3.75,12,12
11295,2023,775,3.92,78,14
11295,2024,657,4.42,23,4
11295,2025,458,3.17,17,3
11296,2022,338,4.11,98,4
11296,2023,629,3.57,24,12
11296,2024,782,2.01,54,12
11296,2025,768,2.04,54,10
11297,2022,303,2.94,12,14
11297,2023,757,4.01,20,6
11297,2024,242,2.95,18,3
11297,2025,286,4.51,13,14
11298,2022,587,2.98,88,5
11298,2023,221,1.73,59,7
11298,2024,449,4.72,89,1
11298,2025,199,3.42,15,3
11299,2022,383,3.45,53,11
11299,2023,626,2.25,14,6
11299,2024,483,2.69,66,10
11299,2025,654,3.4,97,2
11300,2022,286,4.07,58,8
11300,2023,107,1.96,92,7
11300,2024,723,4.14,85,12
11300,2025,644,3.69,78,2
11301,2022,518,3.0,37,5
11301,2023,189,4.28,48,13
11301,2024,595,2.15,43,4
11301,2025,760,4.92,71,2
11302,2022,215,4.06,21,4
11302,2023,784,2.63,96,9
11302,2024,119,3.15,78,10
11302,2025,231,2.03,63,2
11303,2022,391,3.08,89,10
11303,2023,453,3.29,82,10
11303,2024,336,4.58,46,13
11303,2025,688,3.11,42,6
11304,2022,322,3.21,58,4
11304,2023,535,3.87,10,8
11304,2024,737,3.63,56,13
11304,2025,138,2.42,46,4
11305,2022,426,2.02,18,9
11305,2023,308,2.07,27,10
11305,2024,205,2.45,94,3
11305,2025,751,2.93,53,7
11306,2022,348,3.72,87,5
11306,2023,666,1.83,79,14
11306,2024,729,4.26,72,11
11306,2025,787,2.74,12,1
11307,2022,453,3.34,27,3
11307,2023,569,3.31,46,9
11307,2024,364,2.26,29,13
11307,2025,751,2.81,45,9
11308,2022,563,2.39,89,5
11308,2023,540,3.52,13,14
11308,2024,383,4.17,87,5
11308,2025,633,4.94,26,11
11309,2022,468,1.79,66,4
11309,2023,798,4.47,58,14
11309,2024,758,3.48,62,4
11309,2025,594,3.02,19,4
11310,2022,253,2.35,38,2
11310,2023,719,2.28,85,7
11310,2024,415,3.47,18,3
11310,2025,399,4.79,99,1
11311,2022,539,2.05,30,12
11311,2023,250,2.96,10,11
11311,2024,505,2.41,45,10
11311,2025,274,2.48,92,3
11312,2022,154,4.1,15,9
11312,2023,410,2.44,27,12
11312,2024,253,2.54,81,9
11312,2025,599,4.68,20,10
11313,2022,600,2.66,78,7
11313,2023,289,1.68,30,1
11313,2024,605,3.96,94,6
11313,2025,248,3.5,93,10
11314,2022,107,3.82,18,1
11314,2023,759,3.36,11,2
11314,2024,784,2.85,13,3
11314,2025,692,2.15,99,11
11315,2022,690,4.1,21,11
11315,2023,568,2.27,92,14
11315,2024,420,4.71,92,6
11315,2025,671,2.69,92,11
11316,2022,550,3.98,48,7
11316,2023,706,4.02,69,8
11316,2024,227,3.19,43,9
11316,2025,733,3.16,68,7
11317,2022,386,3.61,81,6
11317,2023,186,3.24,15,5
11317,2024,180,3.7,41,10
11317,2025,633,3.36,37,2
11318,2022,351,3.17,84,8
11318,2023,289,2.22,50,5
11318,2024,697,1.97,81,10
11318,2025,583,3.02,93,2
11319,2022,478,2.9,97,3
11319,2023,555,4.37,36,10
11319,2024,107,3.04,62,10
11319,2025,417,3.25,20,12
11320,2022,433,3.52,96,7
11320,2023,329,2.27,31,10
11320,2024,763,4.41,14,8
11320,2025,607,3.23,43,5
11321,2022,626,4.29,71,10
11321,2023,574,2.46,40,8
11321,2024,505,3.2,56,13
11321,2025,386,4.28,46,14
11322,2022,545,3.17,35,10
11322,2023,442,3.63,96,13
11322,2024,424,2.64,52,10
11322,2025,266,2.94,70,6
11323,2022,692,3.02,47,2
11323,2023,395,2.26,41,12
11323,2024,680,2.18,78,14
11323,2025,282,4.48,71,12
11324,2022,675,3.82,34,2
11324,2023,185,4.45,42,8
11324,2024,655,3.56,73,4
11324,2025,248,3.21,80,8
11325,2022,158,1.81,25,9
11325,2023,705,4.2,58,6
11325,2024,104,3.17,24,9
11325,2025,182,3.63,29,6
11326,2022,482,2.44,31,11
11326,2023,648,3.22,19,14
11326,2024,578,4.15,81,3
11326,2025,126,4.09,64,8
11327,2022,624,4.47,37,1
11327,2023,676,3.14,18,6
11327,2024,513,3.39,40,3
11327,2025,279,2.11,96,10
11328,2022,563,2.67,92,10
11328,2023,626,4.42,83,3
11328,2024,100,2.85,93,9
11328,2025,370,4.25,66,7
11329,2022,583,4.43,40,13
11329,2023,147,2.03,84,14
11329,2024,793,2.8,52,2
11329,2025,282,3.37,83,6
11330,2022,472,2.21,18,12
11330,2023,638,1.69,51,13
11330,2024,606,3.21,83,4
11330,2025,769,3.56,59,10
11331,2022,605,3.38,46,11
11331,2023,671,4.13,80,7
11331,2024,165,2.56,93,4
11331,2025,785,2.13,93,7
11332,2022,151,1.77,81,6
11332,2023,569,3.14,26,8
11332,2024,342,4.57,98,7
11332,2025,436,4.9,86,9
11333,2022,220,2.12,86,4
11333,2023,653,2.11,57,9
11333,2024,795,2.86,11,5
11333,2025,144,3.34,51,13
11334,2022,151,3.92,72,11
11334,2023,250,3.97,20,9
11334,2024,512,4.57,93,14
11334,2025,640,4.52,65,11
11335,2022,668,2.82,82,4
11335,2023,597,1.71,54,3
11335,2024,308,2.51,54,14
11335,2025,107,3.78,38,7
11336,2022,490,3.0,43,4
11336,2023,346,2.37,78,5
11336,2024,494,2.19,99,3
11336,2025,438,2.6,29,6
11337,2022,511,2.28,81,13
11337,2023,639,4.25,79,4
11337,2024,444,3.93,27,1
11337,2025,395,3.61,81,2
11338,2022,334,1.56,69,8
11338,2023,741,4.11,64,4
11338,2024,687,3.46,61,12
11338,2025,544,3.83,34,10
11339,2022,332,1.7,75,2
11339,2023,409,4.09,37,13
11339,2024,577,4.3,98,12
11339,2025,613,4.6,29,4
11340,2022,435,3.08,79,7
11340,2023,676,2.83,46,11
11340,2024,151,2.02,25,2
11340,2025,645,2.53,44,6
11341,2022,400,2.18,64,1
11341,2023,740,1.84,74,12
11341,2024,342,2.26,87,3
11341,2025,455,4.61,23,9
11342,2022,709,3.14,33,5
11342,2023,687,3.94,92,14
11342,2024,541,2.63,47,11
11342,2025,712,2.35,91,8
11343,2022,218,2.62,18,1
11343,2023,508,4.03,86,4
11343,2024,751,2.69,68,3
11343,2025,470,2.56,60,10
11344,2022,172,1.57,60,9
11344,2023,548,3.52,28,7
11344,2024,570,3.11,71,12
11344,2025,255,2.73,19,3
11345,2022,675,3.06,47,14
11345,2023,409,3.75,12,1
11345,2024,135,2.54,57,13
11345,2025,347,3.78,50,5
11346,2022,527,2.28,26,10
11346,2023,143,4.61,96,3
11346,2024,552,4.0,82,11
11346,2025,218,3.76,78,2
11347,2022,448,2.02,92,3
11347,2023,792,3.41,24,5
11347,2024,487,4.2,65,5
11347,2025,169,4.16,85,10
11348,2022,553,3.83,87,8
11348,2023,366,2.6,24,4
11348,2024,537,2.78,14,2
11348,2025,465,3.57,53,8
11349,2022,286,2.34,12,13
11349,2023,326,1.99,56,8
11349,2024,160,3.18,39,10
11349,2025,267,1.96,21,13
11350,2022,231,3.78,24,8
11350,2023,254,3.9,47,12
11350,2024,106,3.46,37,13
11350,2025,622,4.19,58,14
11351,2022,350,3.37,96,11
11351,2023,675,3.74,56,1
11351,2024,791,1.99,88,12
11351,2025,739,4.59,84,9
11352,2022,361,3.43,21,4
11352,2023,219,3.48,63,4
11352,2024,147,2.96,92,8
11352,2025,168,2.03,41,12
11353,2022,361,4.2,10,8
11353,2023,544,4.61,25,6
11353,2024,578,4.22,20,4
11353,2025,330,4.7,64,13
11354,2022,323,1.86,45,3
11354,2023,556,2.04,39,5
11354,2024,465,4.44,77,13
11354,2025,127,2.12,65,14
11355,2022,200,1.78,69,8
11355,2023,157,4.1,98,7
11355,2024,123,3.47,26,11
11355,2025,514,3.13,42,8
11356,2022,326,3.16,39,14
11356,2023,268,4.29,22,12
11356,2024,588,4.07,21,11
11356,2025,345,4.02,41,1
11357,2022,462,4.43,96,11
11357,2023,564,3.21,43,13
11357,2024,529,1.82,92,4
11357,2025,520,3.24,21,13
11358,2022,120,1.79,13,9
11358,2023,735,2.0,98,6
11358,2024,468,2.56,35,14
11358,2025,563,3.09,91,12
11359,2022,196,2.94,73,10
11359,2023,749,2.16,39,8
11359,2024,591,2.74,43,14
11359,2025,452,2.78,42,13
11360,2022,704,2.6,40,8
11360,2023,194,1.97,65,5
11360,2024,123,2.99,71,11
11360,2025,479,3.61,40,8
11361,2022,495,1.79,86,4
11361,2023,503,3.21,33,6
11361,2024,747,4.07,78,7
11361,2025,232,1.97,60,6
11362,2022,153,1.64,74,6
11362,2023,391,3.05,18,8
11362,2024,211,4.42,17,14
11362,2025,521,4.94,45,5
11363,2022,230,1.78,78,8
11363,2023,519,1.71,65,9
11363,2024,377,2.49,55,12
11363,2025,689,3.35,19,4
11364,2022,167,3.22,83,3
11364,2023,673,4.57,20,5
11364,2024,502,4.47,17,13
11364,2025,274,3.64,77,10
11365,2022,379,2.59,27,10
11365,2023,563,2.61,93,12
11365,2024,489,3.52,12,5
11365,2025,235,4.11,24,14
11366,2022,508,2.94,69,7
11366,2023,323,2.56,81,3
11366,2024,700,3.64,64,13
11366,2025,718,3.62,79,11
11367,2022,652,2.78,93,10
11367,2023,797,3.9,41,14
11367,2024,287,2.65,15,9
11367,2025,486,3.4,25,14
11368,2022,108,4.32,75,13
11368,2023,279,3.82,91,6
11368,2024,797,2.96,99,14
11368,2025,543,3.59,93,10
11369,2022,693,2.72,25,9
11369,2023,788,1.99,94,1
11369,2024,705,2.8,23,2
11369,2025,545,4.53,71,10
11370,2022,215,2.88,27,2
11370,2023,771,3.4,17,11
11370,2024,344,2.34,14,8
11370,2025,382,3.02,97,4
11371,2022,312,4.29,50,7
11371,2023,763,2.59,68,4
11371,2024,777,2.55,18,4
11371,2025,550,2.12,51,8
11372,2022,754,1.79,27,14
11372,2023,124,3.4,55,11
11372,2024,332,3.78,91,10
11372,2025,615,3.87,57,4
11373,2022,387,3.12,37,3
11373,2023,784,3.12,46,11
11373,2024,283,2.02,83,10
11373,2025,350,4.47,29,9
11374,2022,390,3.04,47,3
11374,2023,458,2.05,50,5
11374,2024,723,2.21,96,11
11374,2025,404,3.49,71,1
11375,2022,449,2.23,29,9
11375,2023,438,4.42,32,6
11375,2024,578,3.3,59,5
11375,2025,564,4.89,14,4
11376,2022,229,3.7,69,8
11376,2023,286,4.08,82,11
11376,2024,520,2.97,52,2
11376,2025,595,2.35,45,14
11377,2022,640,3.57,12,10
11377,2023,769,2.87,70,5
11377,2024,334,4.65,63,8
11377,2025,377,2.53,45,1
11378,2022,201,3.38,54,12
11378,2023,558,4.25,38,3
11378,2024,331,3.01,35,7
11378,2025,373,4.81,17,11
